Code,Staff,Service,Date,Time,TimeInt
KLEA01,BECKY,SHCM,08/17/2018,10:30:00 AM,630
MUMK01,JOANNE,CTU,08/17/2018,12:00:00 PM,720
MUMK01,JJ,SHCW,08/17/2018,1:10:00 PM,790
PARS01,JOANNE,CHLPL,08/17/2018,11:00:00 AM,660
PARS01,BECKY,SHCW,08/17/2018,1:00:00 PM,780
SCHP01,JOANNE,CAL,08/17/2018,2:00:00 PM,840
SCHP01,BECKY,SHCW,08/17/2018,3:00:00 PM,900
SIRM01,BECKY,SBD,08/17/2018,9:00:00 AM,540
BOTJ01,JJ,SHCW,08/18/2018,3:00:00 PM,900
SPEK01,JOANNE,CTU,08/18/2018,10:00:00 AM,600
SPEK01,JJ,SHCW,08/18/2018,11:20:00 AM,680
WONM02,JJ,SBD,08/18/2018,4:00:00 PM,960
BURL01,JOANNE,CHLPHC,08/21/2018,11:00:00 AM,660
HENB01,JJ,SHCM,08/21/2018,10:50:00 AM,650
NIES02,JJ,SHCM,08/21/2018,10:00:00 AM,600
.L01,JJ,SHCW,08/22/2018,11:00:00 AM,660
BROS01,BECKY,SBD,08/23/2018,2:00:00 PM,840
HERD01,KELLY,SHCW,08/23/2018,6:30:00 PM,1110
LYNG01,JJ,SHCM,08/23/2018,9:00:00 AM,540
MAKM01,BECKY,SHCM,08/23/2018,4:30:00 PM,990
ANDE03,KELLY,SHCW,08/24/2018,11:00:00 AM,660
BORJ01,JJ,SHCM,08/24/2018,5:00:00 PM,1020
SIRM01,BECKY,SBD,08/24/2018,9:00:00 AM,540
FZUA01,BECKY,SHCW,08/25/2018,3:00:00 PM,900
HELJ01,BECKY,SHCM,08/25/2018,10:20:00 AM,620
IRWE01,JOANNE,CTU,08/25/2018,9:50:00 AM,590
IRWE01,BECKY,SHCM,08/25/2018,11:10:00 AM,670
MARG01,JJ,SHCM,08/25/2018,9:30:00 AM,570
METJ01,BECKY,SHCW,08/25/2018,9:10:00 AM,550
METJ01,BECKY,TRE 1,08/25/2018,10:10:00 AM,610
SARA01,JJ,SHCM,08/25/2018,10:20:00 AM,620
WONM02,JJ,SBD,08/26/2018,4:00:00 PM,960
BROS02,BECKY,SHCM,08/28/2018,6:20:00 PM,1100
FLAD01,BECKY,SHCM,08/28/2018,5:30:00 PM,1050
FLAS01,JOANNE,CFC,08/28/2018,5:30:00 PM,1050
FLAS01,BECKY,SHCW,08/28/2018,7:00:00 PM,1140
MELE01,BECKY,SHCM,08/28/2018,10:00:00 AM,600
BENC01,JOANNE,CTU,08/29/2018,3:00:00 PM,900
COLJ01,JJ,SHCM,08/29/2018,9:10:00 AM,550
BROS01,BECKY,SBD,08/30/2018,2:00:00 PM,840
SIDA01,BECKY,SHCW,08/30/2018,10:20:00 AM,620
BERI01,JJ,SHCM,08/31/2018,9:00:00 AM,540
BOTN01,BECKY,SHCM,08/31/2018,9:50:00 AM,590
KINN01,JJ,SHCW,08/31/2018,12:00:00 PM,720
KOOM01,JJ,SHCW,08/31/2018,11:00:00 AM,660
SCHC01,JOANNE,CHLPL,08/31/2018,3:00:00 PM,900
SIRM01,BECKY,SBD,08/31/2018,9:00:00 AM,540
SMIS01,JOANNE,CHLFH,09/01/2018,10:30:00 AM,630
SMIS01,JJ,SHCW,09/01/2018,12:30:00 PM,750
WONM02,JJ,SBD,09/01/2018,4:00:00 PM,960
BROS01,BECKY,SBD,09/04/2018,2:00:00 PM,840
NELT01,BECKY,SBD,09/04/2018,10:00:00 AM,600
SMIC01,BECKY,SHCW,09/06/2018,5:00:00 PM,1020
SIRM01,BECKY,SBD,09/07/2018,9:00:00 AM,540
CHIT01,JJ,SHCW,09/08/2018,4:00:00 PM,960
MARM01,JOANNE,CFC,09/08/2018,3:00:00 PM,900
NELT01,BECKY,SBD,09/09/2018,11:00:00 AM,660
WONM02,JJ,SBD,09/09/2018,4:00:00 PM,960
BROS01,BECKY,SBD,09/11/2018,2:00:00 PM,840
HEIM01,BECKY,SHCW,09/11/2018,4:00:00 PM,960
SLUS01,JJ,SHCM,09/12/2018,11:00:00 AM,660
LYNG01,JJ,SHCM,09/13/2018,9:00:00 AM,540
CHEW01,JJ,SHCW,09/14/2018,10:00:00 AM,600
SIRM01,BECKY,SBD,09/14/2018,9:00:00 AM,540
WONM02,JJ,SBD,09/15/2018,4:00:00 PM,960
BROS01,TANYA,SBD,09/18/2018,2:00:00 PM,840
KUCM02,JJ,SHCW,09/21/2018,5:30:00 PM,1050
PAE01,KELLY,CHLPL,09/21/2018,4:00:00 PM,960
PAE01,KELLY,CT,09/21/2018,5:20:00 PM,1040
SARM01,JOANNE,CFC,09/21/2018,11:00:00 AM,660
SARM01,JJ,SHCW,09/21/2018,12:20:00 PM,740
SIRM01,BECKY,SBD,09/21/2018,9:00:00 AM,540
WEIA01,JJ,SHCW,09/21/2018,1:30:00 PM,810
GREC01,KELLY,SBD,09/22/2018,10:30:00 AM,630
GREL01,BECKY,SBD,09/22/2018,10:30:00 AM,630
RUMJ02,JOANNE,CHLPL,09/22/2018,10:00:00 AM,600
RUMJ02,JJ,SHCW,09/22/2018,11:30:00 AM,690
WANM01,BECKY,SHCW,09/23/2018,2:00:00 PM,840
WONM02,JJ,SBD,09/23/2018,4:00:00 PM,960
SIDA01,BECKY,SHCW,09/25/2018,10:20:00 AM,620
BROS01,BECKY,SBD,09/28/2018,1:00:00 PM,780
SIRM01,BECKY,SBD,09/28/2018,9:00:00 AM,540
BURT01,JOANNE,CALC,09/29/2018,9:00:00 AM,540
BURT01,JJ,SHCM,09/29/2018,10:10:00 AM,610
SLUS01,JJ,SHCM,10/10/2018,11:00:00 AM,660
KOOM01,JJ,SHCW,10/12/2018,11:00:00 AM,660
CHEW01,JJ,SHCW,11/02/2018,10:00:00 AM,600
SLUS01,JJ,SHCM,11/07/2018,11:00:00 AM,660
KOOM01,JJ,SHCW,11/23/2018,11:00:00 AM,660
SLUS01,JJ,SHCM,12/05/2018,11:10:00 AM,670
CHEW01,JJ,SHCW,12/21/2018,10:00:00 AM,600
KOOM01,JJ,SHCW,01/04/2019,11:00:00 AM,660
KOOM01,JJ,SHCW,02/15/2019,11:00:00 AM,660
