Code,Staff,Service,Date,Time,TimeInt
RICP01,BECKY,SHCW,07/10/2018,1:30:00 PM,810
SCHP01,JOANNE,CTU,07/10/2018,5:30:00 PM,1050
SCHP01,BECKY,SHCW,07/10/2018,6:40:00 PM,1120
SINS01,JJ,SHCM,07/10/2018,4:20:00 PM,980
SINS02,KELLY,SHCM,07/10/2018,4:00:00 PM,960
SMIL01,JJ,SHCM,07/10/2018,11:00:00 AM,660
TAYE01,JJ,SHCM,07/10/2018,6:30:00 PM,1110
WARG01,JJ,SHCW,07/10/2018,10:00:00 AM,600
WEIA01,JJ,SHCW,07/10/2018,2:00:00 PM,840
WELN01,JJ,SHCW,07/10/2018,5:30:00 PM,1050
WOOJ01,JOANNE,CTU,07/10/2018,6:00:00 PM,1080
WOOJ01,JJ,SBD,07/10/2018,7:20:00 PM,1160
CLAJ01,TANYA,SBD,07/11/2018,5:00:00 PM,1020
COLG01,JOANNE,CTU,07/11/2018,12:40:00 PM,760
COLG01,JJ,SBD,07/11/2018,2:00:00 PM,840
DUFM01,KELLY,SHCM,07/11/2018,1:00:00 PM,780
JACA01,JJ,SHCW,07/11/2018,10:00:00 AM,600
JARM01,JJ,SHCW,07/11/2018,2:40:00 PM,880
KEAJ01,JJ,SHCW,07/11/2018,9:00:00 AM,540
KIMS01,JJ,SHCW,07/11/2018,11:00:00 AM,660
MCGA01,JJ,SHCW,07/11/2018,1:00:00 PM,780
MUNJ01,KELLY,SHCC,07/11/2018,4:50:00 PM,1010
MUNM01,JJ,SHCC,07/11/2018,4:50:00 PM,1010
NICM01,JJ,SHCW,07/11/2018,3:50:00 PM,950
PRIL01,JOANNE,CHLPL,07/11/2018,1:30:00 PM,810
WICJ01,JJ,SHCM,07/11/2018,12:10:00 PM,730
WONM02,JJ,SBD,07/11/2018,5:30:00 PM,1050
BROF01,JOANNE,CALC,07/12/2018,11:20:00 AM,680
BROF01,KELLY,SBD,07/12/2018,12:50:00 PM,770
BUSC01,JOANNE,CAL,07/12/2018,5:00:00 PM,1020
BUSC01,JJ,SHCW,07/12/2018,6:20:00 PM,1100
DOWR01,BECKY,SBD,07/12/2018,5:10:00 PM,1030
DUBO01,TANYA,CFC,07/12/2018,5:00:00 PM,1020
FLAD01,BECKY,SHCM,07/12/2018,9:00:00 AM,540
GOUE01,BECKY,SHCW,07/12/2018,12:00:00 PM,720
HENA01,JOANNE,CTU,07/12/2018,9:40:00 AM,580
HENA01,BECKY,SHCW,07/12/2018,11:00:00 AM,660
JACA01,JJ,CON,07/12/2018,5:20:00 PM,1040
JARS01,JJ,SHCW,07/12/2018,4:20:00 PM,980
LIMJ01,BECKY,SHCM,07/12/2018,2:10:00 PM,850
MAEJ01,JOANNE,CFC,07/12/2018,10:40:00 AM,640
MAEJ01,JJ,SHCW,07/12/2018,12:00:00 PM,720
MOOJ01,KELLY,SBD,07/12/2018,4:30:00 PM,990
POLB01,BECKY,SHCW,07/12/2018,1:10:00 PM,790
RIJR01,JJ,SHCM,07/12/2018,11:00:00 AM,660
SITB01,KELLY,SHCM,07/12/2018,1:30:00 PM,810
SITB01,KELLY,CFC,07/12/2018,2:10:00 PM,850
SPEC01,BECKY,SHCW,07/12/2018,3:30:00 PM,930
STEC01,JJ,SHCW,07/12/2018,2:10:00 PM,850
TAYD01,JJ,SHCW,07/12/2018,1:00:00 PM,780
WAIS01,BECKY,SHCW,07/12/2018,10:00:00 AM,600
WRIM01,TANYA,SBD,07/12/2018,1:50:00 PM,830
ZIMJ01,JJ,SHCM,07/12/2018,3:30:00 PM,930
BARW01,JJ,SHCM,07/13/2018,3:30:00 PM,930
BOWM01,JJ,SHCW,07/13/2018,9:30:00 AM,570
CAND01,JJ,SHCM,07/13/2018,12:40:00 PM,760
CARB01,BECKY,SHCW,07/13/2018,1:00:00 PM,780
DUFD01,JJ,CON,07/13/2018,10:30:00 AM,630
FREK01,BECKY,SHCW,07/13/2018,9:50:00 AM,590
KIMY01,JJ,SHCW,07/13/2018,11:30:00 AM,690
LYK01,KELLY,SHCW,07/13/2018,1:30:00 PM,810
POOD01,BECKY,SHCM,07/13/2018,5:00:00 PM,1020
ROZM01,JOANNE,CHLPL,07/13/2018,11:00:00 AM,660
SARK01,JOANNE,CALC,07/13/2018,12:10:00 PM,730
SARK01,JJ,SHCW,07/13/2018,2:20:00 PM,860
SIRM01,BECKY,SBD,07/13/2018,9:00:00 AM,540
SKUD01,BECKY,SBD,07/13/2018,4:00:00 PM,960
WOOD02,JJ,SBD,07/13/2018,4:10:00 PM,970
ARBA01,KELLY,SHCW,07/14/2018,9:00:00 AM,540
BINP01,JJ,SHCW,07/14/2018,9:20:00 AM,560
BROS01,BECKY,SBD,07/14/2018,12:20:00 PM,740
CECA01,KELLY,SHCM,07/14/2018,12:40:00 PM,760
COWL01,JOANNE,CHLPL,07/14/2018,1:30:00 PM,810
COWL01,BECKY,SHCW,07/14/2018,3:10:00 PM,910
CULT01,BECKY,SHCW,07/14/2018,1:10:00 PM,790
DALR01,KELLY,SHCW,07/14/2018,2:20:00 PM,860
FLAS01,JOANNE,CFC,07/14/2018,10:00:00 AM,600
FLAS01,BECKY,SHCW,07/14/2018,11:20:00 AM,680
HELJ01,BECKY,SHCM,07/14/2018,9:00:00 AM,540
HUTP01,JJ,SHCM,07/14/2018,2:20:00 PM,860
LAIA01,TANYA,SBD,07/14/2018,1:50:00 PM,830
LAMD01,JOANNE,CBAL,07/14/2018,10:40:00 AM,640
MOHM01,KELLY,SHCM,07/14/2018,10:30:00 AM,630
MUIK01,KELLY,SHCM,07/14/2018,9:50:00 AM,590
SHAA01,BECKY,SHCM,07/14/2018,9:50:00 AM,590
SMAN01,KELLY,SHCW,07/14/2018,1:30:00 PM,810
TOBJ01,JJ,SHCW,07/14/2018,10:30:00 AM,630
TOPS01,BECKY,SHCW,07/14/2018,2:10:00 PM,850
YAGL01,KELLY,SHCW,07/14/2018,3:40:00 PM,940
BARJ01,BECKY,SHCM,07/15/2018,2:30:00 PM,870
BROT01,BECKY,SHCW,07/15/2018,1:00:00 PM,780
CONK01,BECKY,SHCW,07/15/2018,10:00:00 AM,600
HAMD01,BECKY,SHCM,07/15/2018,11:00:00 AM,660
NIKK01,JJ,SBD,07/15/2018,2:30:00 PM,870
WONM02,JJ,SBD,07/15/2018,4:00:00 PM,960
YATT01,BECKY,SHCM,07/15/2018,12:00:00 PM,720
BOSJ01,BECKY,SHCW,07/17/2018,2:00:00 PM,840
GROR01,JJ,SHCM,07/17/2018,6:30:00 PM,1110
GUYD01,BECKY,SHCM,07/17/2018,4:00:00 PM,960
GUYD01,BECKY,CCAMO,07/17/2018,4:50:00 PM,1010
HENB01,JJ,SHCM,07/17/2018,10:00:00 AM,600
HILJ01,JOANNE,CMT,07/17/2018,10:00:00 AM,600
HILJ01,BECKY,SBD,07/17/2018,11:10:00 AM,670
HYLK01,JJ,SHCW,07/17/2018,11:40:00 AM,700
JOHJ01,BECKY,SHCW,07/17/2018,6:00:00 PM,1080
JURS01,BECKY,SHCW,07/17/2018,7:00:00 PM,1140
KUKK01,BECKY,SBD,07/17/2018,12:00:00 PM,720
KWOR01,KELLY,SHCM,07/17/2018,1:30:00 PM,810
LEEP01,JJ,SHCM,07/17/2018,9:10:00 AM,550
PAE01,KELLY,CHLHHC,07/17/2018,2:10:00 PM,850
PAE01,KELLY,SHCW,07/17/2018,4:10:00 PM,970
PARJ01,KELLY,SHCM,07/17/2018,5:00:00 PM,1020
PIPJ01,JJ,SHCM,07/17/2018,5:40:00 PM,1060
RIHM01,BECKY,SBD,07/17/2018,5:20:00 PM,1040
SARM01,JOANNE,CFC,07/17/2018,1:00:00 PM,780
SARM01,JJ,SHCW,07/17/2018,2:20:00 PM,860
STUM01,JOANNE,CALC,07/17/2018,3:00:00 PM,900
THOW02,JJ,SHCM,07/17/2018,10:50:00 AM,650
TIML01,TANYA,SBD,07/17/2018,12:00:00 PM,720
TRAS01,JOANNE,CHLPHC,07/17/2018,11:00:00 AM,660
YANC01,JOANNE,CTU,07/17/2018,1:40:00 PM,820
BEZK01,JJ,SHCW,07/18/2018,11:50:00 AM,710
BOES01,JOANNE,CAL,07/18/2018,11:00:00 AM,660
ELSM01,JJ,SBD,07/18/2018,4:10:00 PM,970
ELSM01,JJ,TRE 1,07/18/2018,4:50:00 PM,1010
LEVL01,JJ,SBD,07/18/2018,10:20:00 AM,620
MANL01,JJ,SHCW,07/18/2018,1:00:00 PM,780
PHIJ01,JJ,SHCW,07/18/2018,2:00:00 PM,840
POTR01,JJ,SHCM,07/18/2018,5:00:00 PM,1020
SLUS01,JJ,SHCM,07/18/2018,11:00:00 AM,660
STAT01,TANYA,SBD,07/18/2018,12:00:00 PM,720
VARE01,JJ,SHCW,07/18/2018,3:10:00 PM,910
BEAA02,JJ,SHCW,07/19/2018,4:00:00 PM,960
BROS01,BECKY,SBD,07/19/2018,4:00:00 PM,960
CHAE01,BECKY,SHCW,07/19/2018,3:00:00 PM,900
COHH01,KELLY,SHCW,07/19/2018,12:00:00 PM,720
COLG01,BECKY,SBD,07/19/2018,12:30:00 PM,750
ESKR01,JJ,SHCW,07/19/2018,3:00:00 PM,900
HEIM01,BECKY,SHCW,07/19/2018,2:00:00 PM,840
HERD01,KELLY,SHCW,07/19/2018,6:30:00 PM,1110
HOLL01,JJ,SHCW,07/19/2018,1:50:00 PM,830
JASA01,JJ,SHCW,07/19/2018,8:50:00 AM,530
KEIS01,BECKY,SHCW,07/19/2018,8:30:00 AM,510
LIMB01,BECKY,SHCM,07/19/2018,11:10:00 AM,670
NICL01,JOANNE,CHLPL,07/19/2018,5:00:00 PM,1020
NICL01,JJ,SHCW,07/19/2018,7:00:00 PM,1140
SIDA01,BECKY,SHCW,07/19/2018,10:20:00 AM,620
SINJ01,JJ,SHCW,07/19/2018,11:00:00 AM,660
STEM02,JJ,SHCM,07/19/2018,9:50:00 AM,590
WIL*01,JOANNE,CTU,07/19/2018,11:00:00 AM,660
WIL*01,JJ,SHCW,07/19/2018,12:00:00 PM,720
WOOJ02,BECKY,SHCM,07/19/2018,1:10:00 PM,790
CRIV01,JJ,SHCW,07/20/2018,9:30:00 AM,570
CRIV01,JJ,SBD,07/20/2018,10:20:00 AM,620
DIRK01,KELLY,CHLHHC,07/20/2018,11:20:00 AM,680
DIRK01,KELLY,SHCW,07/20/2018,1:20:00 PM,800
FAIL01,KELLY,SHCW,07/20/2018,10:00:00 AM,600
KLEA01,BECKY,SHCM,07/20/2018,9:40:00 AM,580
KOOM01,JJ,SHCW,07/20/2018,11:00:00 AM,660
LIND01,JOANNE,CMT,07/20/2018,11:00:00 AM,660
LIND01,BECKY,SBD,07/20/2018,12:10:00 PM,730
LYL01,JJ,SHCW,07/20/2018,6:10:00 PM,1090
MARK01,BECKY,SHCW,07/20/2018,6:10:00 PM,1090
MAXI01,KELLY,SHCM,07/20/2018,4:50:00 PM,1010
MCGD01,JJ,SHCW,07/20/2018,1:00:00 PM,780
MOOE01,KELLY,SHCW,07/20/2018,4:00:00 PM,960
MOOH01,JJ,SHCW,07/20/2018,2:00:00 PM,840
MURS02,JOANNE,CHLPL,07/20/2018,1:50:00 PM,830
PENM01,JOANNE,CMT,07/20/2018,4:00:00 PM,960
PENM01,JJ,SBD,07/20/2018,5:30:00 PM,1050
POLB01,BECKY,SBD,07/20/2018,12:50:00 PM,770
POUG01,BECKY,SHCM,07/20/2018,2:40:00 PM,880
ROBT01,JOANNE,CALC,07/20/2018,1:00:00 PM,780
ROBT01,KELLY,SBD,07/20/2018,2:10:00 PM,850
RUBH02,TANYA,CTU,07/20/2018,2:20:00 PM,860
RUBH02,TANYA,SBD,07/20/2018,3:30:00 PM,930
RUTR01,JOANNE,CTU,07/20/2018,4:40:00 PM,1000
RUTR01,JJ,SBD,07/20/2018,7:10:00 PM,1150
SCHC01,JOANNE,CHLPL,07/20/2018,3:00:00 PM,900
SENM01,BECKY,SHCW,07/20/2018,5:10:00 PM,1030
SKUD01,BECKY,SHCW,07/20/2018,10:40:00 AM,640
STEB01,BECKY,SHCM,07/20/2018,4:00:00 PM,960
THOW01,JJ,SHCW,07/20/2018,12:00:00 PM,720
TOMA01,KELLY,SHCW,07/20/2018,3:00:00 PM,900
?A01,KELLY,SBD,07/21/2018,2:20:00 PM,860
ALLM01,JJ,SHCW,07/21/2018,11:10:00 AM,670
HYSA01,JJ,SHCM,07/21/2018,2:00:00 PM,840
LEIG01,KELLY,CHLHH,07/21/2018,9:00:00 AM,540
LEIG01,KELLY,CON,07/21/2018,12:10:00 PM,730
LELS01,KELLY,SBD,07/21/2018,10:00:00 AM,600
MARG01,JJ,SHCM,07/21/2018,9:30:00 AM,570
MCGA03,KELLY,SHCM,07/21/2018,11:30:00 AM,690
ROST01,JJ,SHCM,07/21/2018,1:20:00 PM,800
RUGN01,TANYA,CTU,07/21/2018,9:00:00 AM,540
RUGN01,TANYA,SBD,07/21/2018,10:10:00 AM,610
SARA01,JJ,SHCM,07/21/2018,10:20:00 AM,620
SCHC01,JJ,SHCW,07/21/2018,8:30:00 AM,510
WONM02,JJ,SBD,07/21/2018,12:20:00 PM,740
ABL*01,BECKY,SHCM,07/24/2018,4:00:00 PM,960
AGOE01,JJ,SHCW,07/24/2018,11:00:00 AM,660
BISS01,BECKY,CON,07/24/2018,12:50:00 PM,770
BORJ01,JJ,SHCM,07/24/2018,2:20:00 PM,860
BROS02,BECKY,SHCM,07/24/2018,6:00:00 PM,1080
CARK01,KELLY,SBD,07/24/2018,6:00:00 PM,1080
CLAJ01,JJ,SHCW,07/24/2018,1:20:00 PM,800
CLAM01,JOANNE,CTU,07/24/2018,12:30:00 PM,750
DAS*01,KELLY,SHCM,07/24/2018,5:30:00 PM,1050
DAWP01,BECKY,SHCW,07/24/2018,10:50:00 AM,650
GIEC01,JJ,SHCM,07/24/2018,6:30:00 PM,1110
KUKH01,JOANNE,CHLPL,07/24/2018,4:30:00 PM,990
KUKH01,BECKY,SHCW,07/24/2018,7:00:00 PM,1140
KUKK01,BECKY,SBD,07/24/2018,12:00:00 PM,720
LEES01,JJ,SHCW,07/24/2018,5:30:00 PM,1050
MACA01,JOANNE,CALC,07/24/2018,3:00:00 PM,900
MACA01,JJ,SHCW,07/24/2018,4:30:00 PM,990
MELE01,BECKY,SHCM,07/24/2018,10:00:00 AM,600
ND01,BECKY,SHCM,07/24/2018,4:50:00 PM,1010
NOTA01,BECKY,SBD,07/24/2018,2:50:00 PM,890
TRUA01,JJ,SHCM,07/24/2018,3:10:00 PM,910
TRUA02,KELLY,SHCM,07/24/2018,3:10:00 PM,910
ATLB01,KELLY,SHCM,07/25/2018,5:00:00 PM,1020
BENC01,JOANNE,CTU,07/25/2018,1:00:00 PM,780
COLJ01,JJ,SHCM,07/25/2018,9:10:00 AM,550
DOWR01,TANYA,SBD,07/25/2018,1:30:00 PM,810
GA01,TANYA,CTU,07/25/2018,6:30:00 PM,1110
GA01,TANYA,SBD,07/25/2018,7:30:00 PM,1170
GAGC01,JJ,SHCW,07/25/2018,3:00:00 PM,900
GARJ02,JJ,SHCW,07/25/2018,4:00:00 PM,960
HENI01,JJ,FRI,07/25/2018,12:10:00 PM,730
KRAS01,KELLY,SHCW,07/25/2018,12:40:00 PM,760
LAIA01,KELLY,SBD,07/25/2018,2:30:00 PM,870
MCLI01,JJ,SHCM,07/25/2018,6:20:00 PM,1100
MOOJ01,KELLY,SBD,07/25/2018,4:00:00 PM,960
NEEL01,JOANNE,CTU,07/25/2018,12:00:00 PM,720
NEEL01,JJ,SHCW,07/25/2018,1:20:00 PM,800
RADP01,KELLY,SHCW,07/25/2018,10:00:00 AM,600
RUTA01,JOANNE,CTU,07/25/2018,10:00:00 AM,600
RUTA01,JJ,SHCW,07/25/2018,11:10:00 AM,670
WOOJ01,JOANNE,CON,07/25/2018,4:00:00 PM,960
WOOJ01,JJ,CON,07/25/2018,7:10:00 PM,1150
BRAN01,BECKY,SHCM,07/26/2018,9:00:00 AM,540
CAYK01,JOANNE,CFC,07/26/2018,5:30:00 PM,1050
CAYK01,JOANNE,TRE 1,07/26/2018,6:50:00 PM,1130
CAYK01,KELLY,SHCW,07/26/2018,7:10:00 PM,1150
COLG01,JJ,SBD,07/26/2018,10:00:00 AM,600
GOOA02,BECKY,SHCW,07/26/2018,8:00:00 AM,480
HILJ01,BECKY,SBD,07/26/2018,2:30:00 PM,870
JONC01,BECKY,SHCM,07/26/2018,5:20:00 PM,1040
LYNG01,JJ,SHCM,07/26/2018,9:00:00 AM,540
MACR01,JJ,SHCM,07/26/2018,10:40:00 AM,640
MACT02,JJ,SHCC,07/26/2018,11:30:00 AM,690
MAKM01,BECKY,SHCM,07/26/2018,4:30:00 PM,990
MILJ01,JJ,SBD,07/26/2018,6:40:00 PM,1120
MOOJ01,KELLY,CHLHH,07/26/2018,2:30:00 PM,870
SCHJ02,JJ,SHCM,07/26/2018,1:40:00 PM,820
SCOL01,BECKY,SHCW,07/26/2018,3:20:00 PM,920
SIRM01,BECKY,SBD,07/26/2018,10:00:00 AM,600
SKUT01,BECKY,SHCW,07/26/2018,12:30:00 PM,750
SMIC01,BECKY,SHCW,07/26/2018,11:30:00 AM,690
SMIL01,JJ,SHCM,07/26/2018,12:00:00 PM,720
TASR01,JOANNE,CCO,07/26/2018,1:00:00 PM,780
TASR01,JOANNE,SMARTBOND,07/26/2018,1:40:00 PM,820
THOD01,JJ,SHCM,07/26/2018,2:50:00 PM,890
VERD01,KELLY,SHCM,07/26/2018,5:10:00 PM,1030
WEEJ01,JJ,SBD,07/26/2018,1:00:00 PM,780
AMAB01,KELLY,SHCM,07/27/2018,4:00:00 PM,960
CHMY01,BECKY,SHCW,07/27/2018,10:50:00 AM,650
CHUJ01,HOUSE,SBD5+1,07/27/2018,6:00:00 PM,1080
DUFD01,JJ,SHCM,07/27/2018,11:30:00 AM,690
GRIF01,JOANNE,CTU,07/27/2018,1:00:00 PM,780
GRIF01,JJ,SHCW,07/27/2018,2:30:00 PM,870
JAMM01,BECKY,SHCM,07/27/2018,2:00:00 PM,840
JONE01,KELLY,CBAL,07/27/2018,10:00:00 AM,600
JONE01,KELLY,SBD,07/27/2018,12:50:00 PM,770
KENJ01,KELLY,SBD,07/27/2018,4:30:00 PM,990
KUCM02,JJ,SHCW,07/27/2018,5:30:00 PM,1050
LEAS01,JOANNE,CAL,07/27/2018,11:00:00 AM,660
LINM01,JOANNE,CHLPL,07/27/2018,2:40:00 PM,880
LINM01,JJ,SHCW,07/27/2018,4:30:00 PM,990
LOSC01,KELLY,SHCW,07/27/2018,1:30:00 PM,810
LYOH01,BECKY,SHCW,07/27/2018,2:50:00 PM,890
MARR01,JJ,SHCW,07/27/2018,3:30:00 PM,930
MCKT01,BECKY,SHCW,07/27/2018,5:00:00 PM,1020
MERM01,BECKY,SHCM,07/27/2018,11:50:00 AM,710
PN01,KELLY,SHCM,07/27/2018,5:10:00 PM,1030
SCHJ01,JJ,SHCM,07/27/2018,12:20:00 PM,740
SCHJ01,JJ,CCAMO,07/27/2018,1:10:00 PM,790
SKUD01,BECKY,SBD,07/27/2018,10:00:00 AM,600
STEL02,BECKY,SHCM,07/27/2018,4:10:00 PM,970
THIA01,KELLY,SHCW,07/27/2018,6:00:00 PM,1080
WOOD02,JJ,SBD,07/27/2018,6:30:00 PM,1110
ZIMJ01,JJ,CON,07/27/2018,11:10:00 AM,670
BOTN01,BECKY,SHCM,07/28/2018,9:00:00 AM,540
BROS01,BECKY,SBD,07/28/2018,4:10:00 PM,970
BURT01,JOANNE,CAL,07/28/2018,1:00:00 PM,780
BURT01,JJ,SHCM,07/28/2018,2:10:00 PM,850
COAJ01,JOANNE,CHLHHC,07/28/2018,1:30:00 PM,810
COAJ01,BECKY,SHCW,07/28/2018,3:10:00 PM,910
DD01,KELLY,SBD,07/28/2018,3:50:00 PM,950
HOC01,KELLY,CT,07/28/2018,9:00:00 AM,540
HOC01,KELLY,SHCW,07/28/2018,10:00:00 AM,600
IRWE01,JOANNE,CTU,07/28/2018,9:50:00 AM,590
IRWE01,BECKY,SHCM,07/28/2018,11:00:00 AM,660
JOYA01,BECKY,SHCW,07/28/2018,9:50:00 AM,590
KELA01,JJ,SDUD,07/28/2018,8:00:00 AM,480
KELR01,BECKY,SBD,07/28/2018,8:00:00 AM,480
KOMK01,KELLY,SHCW,07/28/2018,12:20:00 PM,740
MARM01,JOANNE,CFC,07/28/2018,3:00:00 PM,900
NELT01,BECKY,SBD,07/28/2018,2:30:00 PM,870
NEML01,JJ,SBD,07/28/2018,3:50:00 PM,950
PERB01,JJ,SBD,07/28/2018,3:00:00 PM,900
RUMJ02,JOANNE,CHLPL,07/28/2018,9:00:00 AM,540
SARK01,JOANNE,CON,07/28/2018,11:30:00 AM,690
TOLM01,KELLY,SHCW,07/28/2018,3:00:00 PM,900
ALIA01,BECKY,SHCM,07/29/2018,12:00:00 PM,720
APTM01,JJ,SHCM,07/29/2018,11:00:00 AM,660
KOOM02,JJ,SHCM,07/29/2018,12:00:00 PM,720
RIHM01,BECKY,SBD,07/29/2018,4:00:00 PM,960
SEEK01,BECKY,SBD,07/29/2018,2:30:00 PM,870
SPIJ01,BECKY,SHCM,07/29/2018,11:00:00 AM,660
TYRA01,JJ,SHCW,07/29/2018,1:00:00 PM,780
WONM02,JJ,SBD,07/29/2018,4:00:00 PM,960
BIAB01,KELLY,CHLPL,07/31/2018,11:00:00 AM,660
BIAB01,KELLY,SHCW,07/31/2018,12:30:00 PM,750
GHOP01,JOANNE,CALC,07/31/2018,11:20:00 AM,680
GHOP01,BECKY,SHCW,07/31/2018,12:50:00 PM,770
HENK01,JOANNE,CHLPL,07/31/2018,5:30:00 PM,1050
HENK01,JJ,SHCW,07/31/2018,7:10:00 PM,1150
KUKK01,JOANNE,CALC,07/31/2018,4:30:00 PM,990
KUKK01,BECKY,SHCW,07/31/2018,6:10:00 PM,1090
LINR01,JJ,SHCW,07/31/2018,1:00:00 PM,780
SARK01,JOANNE,CHLFH,07/31/2018,1:30:00 PM,810
TAYL01,JOANNE,CHLFH,07/31/2018,12:10:00 PM,730
ARRM01,JOANNE,CTU,08/01/2018,10:00:00 AM,600
ARRM01,JJ,SHCW,08/01/2018,11:10:00 AM,670
COLG01,JOANNE,CTU,08/01/2018,2:30:00 PM,870
COLG01,JJ,SHCW,08/01/2018,3:40:00 PM,940
GALB01,JJ,SHCM,08/01/2018,5:30:00 PM,1050
SLEA01,JJ,SHCM,08/01/2018,12:30:00 PM,750
BUDG02,BECKY,SHCM,08/02/2018,5:10:00 PM,1030
CEEJ01,JJ,SHCW,08/02/2018,10:00:00 AM,600
ERWS01,JOANNE,CALC,08/02/2018,5:00:00 PM,1020
ERWS01,JJ,SHCW,08/02/2018,6:40:00 PM,1120
MICK02,TANYA,CON,08/02/2018,9:00:00 AM,540
REIM01,BECKY,SHCM,08/02/2018,12:30:00 PM,750
STOD01,BECKY,SHCM,08/02/2018,8:00:00 AM,480
BROS01,BECKY,SHCW,08/03/2018,10:40:00 AM,640
CHEW01,JJ,SHCW,08/03/2018,10:00:00 AM,600
KRAV01,KELLY,CDPB,08/03/2018,12:00:00 PM,720
KRAV01,KELLY,SMARTBOND,08/03/2018,12:30:00 PM,750
MESN01,BECKY,SBD,08/03/2018,5:10:00 PM,1030
NICP01,BECKY,SHCM,08/03/2018,4:20:00 PM,980
SIRM01,BECKY,SBD,08/03/2018,9:00:00 AM,540
YATT01,BECKY,SHCM,08/03/2018,9:50:00 AM,590
KOSI01,JOANNE,CTU,08/04/2018,10:30:00 AM,630
KOSI01,JJ,SHCW,08/04/2018,11:50:00 AM,710
MOLA01,JJ,SHCW,08/04/2018,10:30:00 AM,630
TUMM01,JOANNE,CTU,08/04/2018,9:00:00 AM,540
TUMM01,KELLY,SHCW,08/04/2018,10:20:00 AM,620
WONM02,JJ,SBD,08/04/2018,4:00:00 PM,960
JOHD01,BECKY,SHCM,08/07/2018,7:00:00 PM,1140
LAWJ01,BECKY,SHCM,08/07/2018,5:00:00 PM,1020
LEHJ01,JJ,SHCM,08/07/2018,6:00:00 PM,1080
MARD01,BECKY,SHCW,08/07/2018,10:00:00 AM,600
OWED01,BECKY,SHCM,08/07/2018,1:30:00 PM,810
SKUD01,BECKY,SBD,08/07/2018,11:00:00 AM,660
WOOJ01,BECKY,SBD,08/07/2018,6:20:00 PM,1100
COLG01,JJ,SBD,08/08/2018,9:00:00 AM,540
LEEO01,JOANNE,CTU,08/08/2018,10:30:00 AM,630
POTR01,JJ,SHCM,08/08/2018,6:00:00 PM,1080
TAYJ01,JJ,SHCW,08/08/2018,5:00:00 PM,1020
WOOD01,JOANNE,CTU,08/08/2018,10:00:00 AM,600
WOOD01,JJ,SHCW,08/08/2018,11:10:00 AM,670
BANR01,JOANNE,CTU,08/09/2018,10:00:00 AM,600
BANR01,BECKY,SBD,08/09/2018,11:30:00 AM,690
BROS01,BECKY,SBD,08/09/2018,2:00:00 PM,840
CARB01,BECKY,FRI,08/09/2018,5:50:00 PM,1070
GELK01,JJ,SHCW,08/09/2018,1:10:00 PM,790
MESN01,BECKY,SBD,08/09/2018,9:00:00 AM,540
SIDA01,BECKY,SHCW,08/09/2018,10:20:00 AM,620
TAYN01,JJ,SHCW,08/09/2018,11:30:00 AM,690
FLEL01,BECKY,SHCM,08/10/2018,3:00:00 PM,900
HAMN01,JOANNE,CALC,08/10/2018,11:40:00 AM,700
LEGB01,KELLY,SHCW,08/10/2018,6:00:00 PM,1080
LIND01,JOANNE,CFC,08/10/2018,12:30:00 PM,750
LIND01,BECKY,SBD,08/10/2018,2:00:00 PM,840
MARK01,BECKY,CON,08/10/2018,5:50:00 PM,1070
PENM01,JOANNE,CFC,08/10/2018,11:00:00 AM,660
PENM01,BECKY,SBD,08/10/2018,12:30:00 PM,750
SIRM01,BECKY,SBD,08/10/2018,9:00:00 AM,540
BYRP01,BECKY,SHCW,08/11/2018,8:00:00 AM,480
SHAA01,BECKY,SHCM,08/11/2018,10:00:00 AM,600
YANC01,JOANNE,CTU,08/11/2018,10:00:00 AM,600
BRAN01,BECKY,SHCM,08/12/2018,11:00:00 AM,660
GRIA01,BECKY,SHCW,08/14/2018,10:00:00 AM,600
GRIP01,BECKY,SHCM,08/14/2018,11:10:00 AM,670
KIRJ01,KELLY,SHCM,08/14/2018,8:10:00 AM,490
MOIB01,JOANNE,CTU,08/14/2018,5:00:00 PM,1020
PIPJ01,JJ,SHCM,08/14/2018,5:40:00 PM,1060
SMIL01,JJ,SHCM,08/14/2018,9:00:00 AM,540
VERD01,KELLY,SHCM,08/14/2018,3:00:00 PM,900
WEIA01,JJ,SHCW,08/14/2018,2:30:00 PM,870
WONM02,JJ,SBD,08/14/2018,8:00:00 AM,480
DOLD01,JJ,SHCW,08/15/2018,3:00:00 PM,900
GOSD01,JOANNE,CHLPL,08/15/2018,10:00:00 AM,600
GOSD01,JJ,SHCW,08/15/2018,11:40:00 AM,700
LEVL01,JJ,SHCW,08/15/2018,10:00:00 AM,600
JOHJ01,JOANNE,CHLPL,08/16/2018,5:30:00 PM,1050
RICP01,BECKY,SHCW,08/16/2018,8:00:00 AM,480
SLUS01,JJ,SHCM,08/16/2018,11:00:00 AM,660
WIL*01,JOANNE,CTU,08/16/2018,10:30:00 AM,630
WIL*01,JJ,SHCW,08/16/2018,11:50:00 AM,710
BROS01,BECKY,SBD,08/17/2018,9:50:00 AM,590
CAND01,JJ,SHCM,08/17/2018,2:00:00 PM,840
CAND01,JJ,CCAMO,08/17/2018,2:50:00 PM,890
DANJ03,JJ,SHCW,08/17/2018,10:00:00 AM,600
HOLL01,JOANNE,CALC,08/17/2018,12:30:00 PM,750
HOLL01,TANYA,SBD,08/17/2018,2:10:00 PM,850
