Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
465,05/08/2018,Color full color,KIMS01,JOANNE,1,75,3.75,6
465,05/08/2018,Women's hair cut,KIMS01,JJ,1,92,4.6,7.36
468,05/08/2018,Highlights full,TAYL01,JOANNE,1,160,8,12.8
469,05/09/2018,Blowdry,COLG01,BECKY,1,50,2.5,4
47,03/24/2018,Men's hair cut,APTM01,JJ,1,40,2,3.2
470,05/22/2018,NeuMa Argan Oil 75ml,CARB01,BECKY,1,29.7,1.485,2.376
470,05/22/2018,NeuMa Blowdry Lotion 250ml,CARB01,BECKY,1,29.7,1.485,2.376
470,05/22/2018,Consultation,CARB01,BECKY,1,0,0,0
471,05/08/2018,Women's hair cut,JUDJ01,SINEAD,1,70,3.5,5.6
472,05/08/2018,Women's hair cut,KIMY01,JJ,1,82,4.1,6.56
473,05/08/2018,Women's hair cut,BOSJ01,SINEAD,1,90,4.5,7.2
473,05/08/2018,PO Clean Volume sh 250ml,BOSJ01,SINEAD,1,30.73,1.5365,2.4584
473,05/08/2018,PO clean volume con 250ml,BOSJ01,SINEAD,1,33.52,1.676,2.6816
474,05/08/2018,Men's hair cut,PIPJ01,JJ,1,60,3,4.8
475,05/08/2018,Blowdry,HILJ01,SINEAD,1,50,2.5,4
475,05/08/2018,Consultation,HILJ01,HOUSE,1,-50,-2.5,-4
476,05/08/2018,Women's hair cut,ALZR01,BECKY,1,60,3,4.8
477,05/08/2018,Men's hair cut,HOWC01,JJ,1,40,2,3.2
479,05/08/2018,Highlights partial,TAYJ01,JOANNE,1,160,8,12.8
479,05/08/2018,Women's hair cut,TAYJ01,JJ,1,102,5.1,8.16
481,05/08/2018,Blowdry,MCPL01,BECKY,1,40,2,3.2
481,05/08/2018,Highlights full,MCPL01,JOANNE,1,150,7.5,12
483,05/09/2018,Women's hair cut,ANDN01,SINEAD,1,70,3.5,5.6
484,05/09/2018,Women's hair cut,SINJ01,JJ,1,82,4.1,6.56
485,05/09/2018,Women's hair cut,CRIV01,SINEAD,1,70,3.5,5.6
486,05/09/2018,Color full color,CABL01,JOANNE,1,65,3.25,5.2
488,05/09/2018,Accent lights and color,BERH01,JOANNE,1,90,4.5,7.2
488,05/09/2018,Women's hair cut,BERH01,JJ,1,92,4.6,7.36
489,05/09/2018,Men's hair cut,FLEL01,SINEAD,1,35,1.75,2.8
490,05/09/2018,Women's hair cut,RUPN01,SINEAD,1,70,3.5,5.6
491,05/09/2018,Women's hair cut,MCLE01,SINEAD,1,70,3.5,5.6
492,05/09/2018,Men's hair cut,SHAS01,JJ,1,40,2,3.2
494,05/10/2018,Men's hair cut,COLJ01,JJ,1,60,3,4.8
495,05/10/2018,Women's hair cut,SOLR01,BECKY,1,60,3,4.8
497,05/10/2018,Women's hair cut,DINJ01,BECKY,1,60,3,4.8
499,05/10/2018,Women's hair cut,MONE01,SINEAD,1,70,3.5,5.6
50,03/27/2018,Women's hair cut,FELH01,JJ,1,82,4.1,6.56
500,05/10/2018,Children (under 12),NORB01,JJ,1,0,0,0
500,05/10/2018,Women's hair cut,NORL01,JJ,1,82,4.1,6.56
501,05/10/2018,Women's hair cut,SHAP01,BECKY,1,60,3,4.8
502,05/10/2018,Women's hair cut,STEP01,SINEAD,1,70,3.5,5.6
503,05/10/2018,Women's hair cut,BREH01,JJ,1,102,5.1,8.16
504,05/10/2018,Blowdry,HOLL01,SINEAD,1,50,2.5,4
504,05/10/2018,Consultation,HOLL01,HOUSE,1,-50,-2.5,-4
505,05/10/2018,Accent lights and color,HOLS01,JOANNE,1,120,6,9.6
506,05/10/2018,Blow dry bundle 5+1,AINM01,HOUSE,1,230,11.5,18.4
507,05/10/2018,Men's hair cut,TAYR01,JJ,1,40,2,3.2
507,05/10/2018,Men's hair cut,TAYT01,SINEAD,1,35,1.75,2.8
508,05/10/2018,Men's hair cut,THOD01,JJ,1,60,3,4.8
51,03/27/2018,Women's hair cut,MINA01,JJ,1,82,4.1,6.56
510,05/10/2018,Blowdry,BROS01,BECKY,1,50,2.5,4
510,05/10/2018,Consultation,BROS01,HOUSE,1,-50,-2.5,-4
511,05/10/2018,Accent lights and color,BOES01,JOANNE,1,120,6,9.6
512,05/10/2018,Highlights partial,KALA01,JOANNE,1,150,7.5,12
512,05/10/2018,Women's hair cut,KALA01,JJ,1,92,4.6,7.36
513,05/10/2018,Women's hair cut,MARK01,BECKY,1,60,3,4.8
514,05/10/2018,Highlights full,REIC01,JOANNE,1,140,7,11.2
515,05/10/2018,Men's hair cut,BUDG02,SINEAD,1,55,2.75,4.4
515,05/10/2018,KM Night Rider 100g,BUDG02,SINEAD,1,28.8,1.44,2.304
516,05/10/2018,Women's hair cut,ROSD01,JJ,1,82,4.1,6.56
517,05/11/2018,Women's hair cut,THOW01,JJ,1,102,5.1,8.16
518,05/11/2018,Blowdry,SIRM01,BECKY,1,50,2.5,4
518,05/11/2018,Consultation,SIRM01,HOUSE,1,-50,-2.5,-4
519,05/11/2018,Shu ultimate remedy serum 30m,WALK_IN,JOANNE,1,56,2.8,4.48
52,03/27/2018,Women's hair cut,BRES01,JJ,1,82,4.1,6.56
520,05/11/2018,Women's hair cut,NOWT01,JJ,1,82,4.1,6.56
521,05/11/2018,Color touch up,LEEO01,JOANNE,1,50,2.5,4
523,05/11/2018,Men's hair cut,GIEC01,JJ,1,40,2,3.2
524,05/11/2018,Men's hair cut,MURS01,BECKY,1,5,0.25,0.4
525,05/11/2018,Women's hair cut,GRAA01,JJ,1,82,4.1,6.56
526,05/11/2018,Consultation,REDM01,JJ,1,0,0,0
527,05/11/2018,Blowdry,KHAN01,BECKY,1,30,1.5,2.4
528,05/11/2018,Highlights partial,COWL01,JOANNE,1,150,7.5,12
528,05/11/2018,Women's hair cut,COWL01,BECKY,1,70,3.5,5.6
528,05/11/2018,Smart Bond,COWL01,JOANNE,1,25,1.25,2
529,05/11/2018,Color touch up,COLG01,JOANNE,1,70,3.5,5.6
529,05/11/2018,Blowdry,COLG01,BECKY,1,50,2.5,4
530,05/11/2018,Women's hair cut,CHA*01,JJ,1,82,4.1,6.56
531,05/11/2018,Men's hair cut,LIMB01,BECKY,1,30,1.5,2.4
532,05/11/2018,Women's hair cut,NICL01,JJ,1,82,4.1,6.56
532,05/11/2018,Shu texture wave 193g,NICL01,JJ,1,37.8,1.89,3.024
533,05/11/2018,Blowdry,ARRM01,JJ,1,52,2.6,4.16
534,05/11/2018,Men's hair cut,WARN01,BECKY,1,30,1.5,2.4
535,05/11/2018,Men's hair cut,BROS02,BECKY,1,30,1.5,2.4
536,05/11/2018,Blowdry,TIML01,JJ,1,32,1.6,2.56
539,05/11/2018,Men's hair cut,WARK01,BECKY,1,30,1.5,2.4
54,03/27/2018,Women's hair cut,BUSC01,JJ,1,82,4.1,6.56
540,05/12/2018,Men's hair cut,STOD01,SINEAD,1,55,2.75,4.4
541,05/12/2018,Blowdry,PHIJ01,SINEAD,1,50,2.5,4
542,05/12/2018,Women's hair cut,EZIR01,JJ,1,82,4.1,6.56
542,05/12/2018,Shu essence absolue C.milk 250,EZIR01,JJ,1,50.4,2.52,4.032
543,05/12/2018,Highlights full,SMIS01,JOANNE,1,140,7,11.2
544,05/12/2018,Highlights partial,GOSD01,JOANNE,1,130,6.5,10.4
547,05/12/2018,Consultation,JASA01,JJ,1,0,0,0
547,05/12/2018,Blow dry bundle 5+1,JASA01,HOUSE,1,260,13,20.8
548,05/12/2018,Blowdry,PEEL01,SINEAD,1,30,1.5,2.4
549,05/12/2018,Highlights partial,TYRK01,JOANNE,1,150,7.5,12
549,05/12/2018,Blowdry,TYRK01,SINEAD,1,40,2,3.2
55,03/27/2018,Women's hair cut,DESA01,JJ,1,82,4.1,6.56
550,05/12/2018,Women's hair cut,TAYJ02,JJ,1,92,4.6,7.36
550,05/12/2018,Highlights full,TAYJ02,JOANNE,1,150,7.5,12
551,05/12/2018,Color full color,MARM01,JOANNE,1,65,3.25,5.2
551,05/12/2018,Elchim diffuser,MARM01,HOUSE,1,0,0,0
551,05/12/2018,elchim dryer,MARM01,JOANNE,1,249,12.45,19.92
551,05/12/2018,KM Killer curls 200ml,MARM01,JOANNE,1,36,1.8,2.88
552,05/12/2018,Women's hair cut,TINT02,JJ,1,82,4.1,6.56
553,05/12/2018,Men's hair cut,ROST01,JJ,1,40,2,3.2
554,05/12/2018,Women's hair cut,LYL01,JJ,1,82,4.1,6.56
555,05/12/2018,Men's hair cut,MARG01,JJ,1,60,3,4.8
556,05/12/2018,Blowdry,SARM01,SINEAD,1,50,2.5,4
556,05/12/2018,Color full color,SARM01,JOANNE,1,85,4.25,6.8
557,05/12/2018,Blowdry,NELT01,SINEAD,1,50,2.5,4
557,05/12/2018,Consultation,NELT01,HOUSE,1,-50,-2.5,-4
558,05/12/2018,Blowdry,HUDM01,SINEAD,1,50,2.5,4
56,03/28/2018,Women's hair cut,HOP01,JJ,1,82,4.1,6.56
561,05/15/2018,Women's hair cut,MOLC01,BECKY,1,60,3,4.8
562,05/15/2018,Women's hair cut,MONL01,SINEAD,1,70,3.5,5.6
563,05/15/2018,Men's camo color,SCHJ01,JJ,1,45,2.25,3.6
563,05/15/2018,Men's hair cut,SCHJ01,JJ,1,60,3,4.8
564,05/15/2018,Highlights partial,RODP01,JOANNE,1,160,8,12.8
564,05/15/2018,Women's hair cut,RODP01,SINEAD,1,90,4.5,7.2
565,05/15/2018,Women's hair cut,CHMY01,BECKY,1,60,3,4.8
566,05/15/2018,Men's hair cut,BREF01,JJ,1,40,2,3.2
566,05/15/2018,PO Purify sh 250ml,BREF01,JJ,1,30.73,1.5365,2.4584
567,05/15/2018,Blowdry,SARK01,JJ,1,52,2.6,4.16
567,05/15/2018,Partial highlights and color,SARK01,JOANNE,1,140,7,11.2
569,05/15/2018,Men's hair cut,MACR01,SINEAD,1,35,1.75,2.8
570,05/15/2018,Color touch up,ROSM01,JOANNE,1,50,2.5,4
571,05/15/2018,Women's hair cut,KUCM02,JJ,1,82,4.1,6.56
571,05/15/2018,Shu cleansing oil con 250m,KUCM02,JJ,1,50.4,2.52,4.032
571,05/15/2018,Shu cleansing oil sh400ml,KUCM02,JJ,1,50.4,2.52,4.032
572,05/15/2018,Men's hair cut,MELE01,BECKY,1,30,1.5,2.4
573,05/15/2018,Accent lights and color,BURT01,JOANNE,1,45,2.25,3.6
573,05/15/2018,Men's hair cut,BURT01,JJ,1,50,2.5,4
574,05/15/2018,Women's hair cut,WOOJ01,SINEAD,1,90,4.5,7.2
575,05/15/2018,Women's hair cut,ARAI01,BECKY,1,60,3,4.8
576,05/15/2018,Women's hair cut,LUCL01,BECKY,1,60,3,4.8
577,05/15/2018,Blowdry,BROS01,BECKY,1,50,2.5,4
577,05/15/2018,miscellaneous,BROS01,HOUSE,1,-50,-2.5,-4
578,05/16/2018,Women's hair cut,SCHH01,JJ,1,102,5.1,8.16
579,05/16/2018,Blowdry,KUKK01,SINEAD,1,50,2.5,4
579,05/16/2018,Consultation,KUKK01,HOUSE,1,-50,-2.5,-4
58,03/28/2018,Men's hair cut,CAND01,JJ,1,40,2,3.2
58,03/28/2018,Men's camo color,CAND01,JJ,1,45,2.25,3.6
580,05/16/2018,Blowdry,NELT01,SINEAD,1,50,2.5,4
580,05/16/2018,Consultation,NELT01,HOUSE,1,-50,-2.5,-4
581,05/16/2018,Consultation,RODP01,SINEAD,1,25,1.25,2
582,05/16/2018,Men's hair cut,SARA01,JJ,1,60,3,4.8
584,05/16/2018,Women's hair cut,REIL01,SINEAD,1,70,3.5,5.6
585,05/16/2018,Women's hair cut,LAMD01,JJ,1,82,4.1,6.56
587,05/16/2018,Blowdry,ELSM01,SINEAD,1,30,1.5,2.4
588,05/16/2018,Women's hair cut,BUSC01,JJ,1,102,5.1,8.16
589,05/16/2018,Women's hair cut,CURK01,SINEAD,1,70,3.5,5.6
59,03/29/2018,Women's hair cut,LINM01,JJ,1,82,4.1,6.56
590,05/16/2018,Men's hair cut,MACT01,JJ,1,40,2,3.2
592,05/17/2018,Blowdry,HUDM01,JJ,1,52,2.6,4.16
593,05/17/2018,Women's hair cut,STOS01,SINEAD,1,70,3.5,5.6
594,05/17/2018,Women's hair cut,SIDA01,BECKY,1,60,3,4.8
595,05/17/2018,Women's hair cut,OKEM01,JJ,1,102,5.1,8.16
596,05/17/2018,Men's hair cut,YATT01,BECKY,1,50,2.5,4
597,05/17/2018,Blowdry,HOLL01,SINEAD,1,50,2.5,4
597,05/17/2018,miscellaneous,HOLL01,HOUSE,1,-50,-2.5,-4
598,05/17/2018,Women's hair cut,MANL01,SINEAD,1,90,4.5,7.2
599,05/17/2018,Blowdry,PER*01,BECKY,1,30,1.5,2.4
60,03/29/2018,Women's hair cut,REDM01,JJ,1,82,4.1,6.56
600,05/17/2018,Accent lights and color,CHUA01,JOANNE,1,130,6.5,10.4
600,05/17/2018,Women's hair cut,CHUA01,JJ,1,92,4.6,7.36
601,05/17/2018,Blowdry,WOOD02,BECKY,1,50,2.5,4
602,05/17/2018,Partial highlights and color,BURL01,JOANNE,1,170,8.5,13.6
602,05/17/2018,Blowdry,BURL01,SINEAD,1,40,2,3.2
603,05/17/2018,Men's hair cut,HAMD01,BECKY,1,30,1.5,2.4
604,05/17/2018,Women's hair cut,PRIL01,JJ,1,51,2.55,4.08
605,05/17/2018,Color mini touch up,HILJ01,JOANNE,1,50,2.5,4
605,05/17/2018,Blowdry,HILJ01,SINEAD,1,50,2.5,4
605,05/17/2018,miscellaneous,HILJ01,HOUSE,1,-50,-2.5,-4
606,05/17/2018,Blowdry,COLG01,BECKY,1,50,2.5,4
607,05/17/2018,Men's hair cut,ABL*01,BECKY,1,30,1.5,2.4
607,05/17/2018,Shu silk bloom con 250,ABL*01,BECKY,1,46,2.3,3.68
608,05/17/2018,Highlights partial,LOCS01,JOANNE,1,140,7,11.2
609,05/17/2018,Blowdry,BUEM01,SINEAD,1,30,1.5,2.4
61,03/29/2018,Women's hair cut,FLEC01,JJ,1,82,4.1,6.56
612,05/17/2018,Women's hair cut,MORB01,JJ,1,102,5.1,8.16
612,05/17/2018,Color full color,MORB01,JOANNE,1,85,4.25,6.8
613,05/17/2018,Shu cleansing oil sh400ml,WALK_IN,JJ,1,50.4,2.52,4.032
613,05/17/2018,Shu cleansing oil con 250m,WALK_IN,JJ,1,50.4,2.52,4.032
616,05/17/2018,Men's hair cut,SHAA01,SINEAD,1,55,2.75,4.4
618,05/18/2018,Women's hair cut,SIRM01,BECKY,1,80,4,6.4
619,05/18/2018,Highlights partial,SAMJ01,JOANNE,1,150,7.5,12
619,05/18/2018,Women's hair cut,SAMJ01,JJ,1,66.5,3.325,5.32
62,03/30/2018,Women's hair cut,CHUC01,JJ,1,82,4.1,6.56
620,05/18/2018,Blowdry,PENM01,BECKY,1,50,2.5,4
620,05/18/2018,miscellaneous,PENM01,HOUSE,1,-50,-2.5,-4
621,05/18/2018,PO strength cure sh 50ml,WALK_IN,BECKY,1,9.25,0.4625,0.74
621,05/18/2018,PO color fanatic 30ml,WALK_IN,BECKY,1,9.25,0.4625,0.74
622,05/18/2018,Men's hair cut,OHAG01,JJ,1,60,3,4.8
622,05/18/2018,PO color fanatic 200ml,OHAG01,BECKY,1,30.5,1.525,2.44
624,05/18/2018,Partial highlights and color,ROBT01,JOANNE,1,140,7,11.2
626,05/18/2018,miscellaneous,WALK_IN,BECKY,1,0,0,0
628,05/18/2018,Women's hair cut,NICS01,JJ,1,82,4.1,6.56
629,05/18/2018,Women's hair cut,CORS02,BECKY,1,60,3,4.8
63,03/30/2018,Women's hair cut,PRIM01,JJ,1,51,2.55,4.08
630,05/18/2018,Women's hair cut,WOOD01,JJ,1,102,5.1,8.16
630,05/18/2018,Color touch up,WOOD01,JOANNE,1,70,3.5,5.6
632,05/18/2018,Blowdry,SKUD01,BECKY,1,50,2.5,4
632,05/18/2018,miscellaneous,SKUD01,HOUSE,1,-50,-2.5,-4
633,05/18/2018,Men's hair cut,MASA01,BECKY,1,30,1.5,2.4
634,05/18/2018,Men's hair cut,DELC01,BECKY,1,50,2.5,4
635,05/18/2018,Women's hair cut,MESK01,JJ,1,82,4.1,6.56
636,05/19/2018,Blowdry,WONM02,JJ,1,52,2.6,4.16
636,05/19/2018,miscellaneous,WONM02,HOUSE,1,-52,-2.6,-4.16
637,05/19/2018,Women's hair cut,MCKS01,SINEAD,1,70,3.5,5.6
637,05/19/2018,Women's hair cut,IORC01,JJ,1,82,4.1,6.56
639,05/19/2018,Women's hair cut,JONW01,KELLY,1,45,2.25,3.6
639,05/19/2018,Women's hair cut,JONE01,KELLY,1,45,2.25,3.6
639,05/19/2018,elchim dryer,JONE01,KELLY,1,249,12.45,19.92
639,05/19/2018,Elchim diffuser,JONE01,KELLY,1,0,0,0
64,04/01/2018,Consultation,SLEA01,HOUSE,1,0,0,0
641,05/19/2018,Blowdry,RUTR01,JJ,1,52,2.6,4.16
641,05/19/2018,Color full color,RUTR01,JOANNE,1,85,4.25,6.8
641,05/19/2018,LP hair touch up brown 59ml,RUTR01,JJ,1,18.45,0.9225,1.476
643,05/19/2018,Women's hair cut,HASS01,KELLY,1,45,2.25,3.6
643,05/19/2018,PO color fanatic 200ml,HASS01,KELLY,1,27.45,1.3725,2.196
644,05/19/2018,Dry updo,LEIF01,SINEAD,1,90,4.5,7.2
645,05/19/2018,Women's hair cut,OGOE01,KELLY,1,45,2.25,3.6
647,05/19/2018,Full Highlights and color,RONM01,JOANNE,1,160,8,12.8
648,05/19/2018,Women's hair cut,NELT01,SINEAD,1,90,4.5,7.2
649,05/19/2018,Color touch up,DANJ01,JOANNE,1,70,3.5,5.6
649,05/19/2018,Blowdry,DANJ01,BECKY,1,50,2.5,4
65,04/01/2018,Consultation,SLEA01,HOUSE,1,0,0,0
650,05/19/2018,Men's hair cut,MCGM01,SINEAD,1,35,1.75,2.8
651,05/19/2018,Women's hair cut,BARE01,KELLY,1,45,2.25,3.6
651,05/19/2018,Color full color,BARE01,KELLY,1,65,3.25,5.2
652,05/19/2018,Color touch up,NIDN01,JOANNE,1,70,3.5,5.6
652,05/19/2018,Blowdry,NIDN01,BECKY,1,50,2.5,4
653,05/19/2018,Color full color,RIZB01,KELLY,1,55,2.75,4.4
653,05/19/2018,Women's hair cut,RIZB01,KELLY,1,55,2.75,4.4
654,05/19/2018,Women's hair cut,DANG01,JJ,1,82,4.1,6.56
655,05/19/2018,Accent lights and color,LURM01,JOANNE,1,120,6,9.6
656,05/22/2018,Blowdry,WONM02,JJ,1,52,2.6,4.16
656,05/22/2018,miscellaneous,WONM02,HOUSE,1,-52,-2.6,-4.16
658,05/22/2018,Men's hair cut,DUFD01,JJ,1,60,3,4.8
659,05/22/2018,Women's hair cut,MOGS01,KELLY,1,45,2.25,3.6
66,04/03/2018,Blowdry,WONM02,JJ,1,32,1.6,2.56
660,05/22/2018,Women's hair cut,WARG01,JJ,1,102,5.1,8.16
662,05/22/2018,Men's hair cut,HELJ01,BECKY,1,50,2.5,4
663,05/22/2018,Balayage,ANDJ01,KELLY,1,150,7.5,12
663,05/22/2018,Women's hair cut,ANDJ01,KELLY,1,65,3.25,5.2
663,05/22/2018,Treatments 1,ANDJ01,KELLY,1,20,1,1.6
663,05/22/2018,Color toner,ANDJ01,KELLY,1,45,2.25,3.6
664,05/22/2018,Blowdry,KUKK01,SINEAD,1,50,2.5,4
664,05/22/2018,miscellaneous,KUKK01,HOUSE,1,-50,-2.5,-4
665,05/22/2018,PO strength cure con 250ml,WALK_IN,BECKY,1,37.25,1.8625,2.98
666,05/22/2018,Color touch up,WIL*01,JOANNE,1,60,3,4.8
666,05/22/2018,Women's hair cut,WIL*01,JJ,1,92,4.6,7.36
667,05/22/2018,Women's hair cut,ERVA01,SINEAD,1,70,3.5,5.6
668,05/22/2018,Men's hair cut,DRAR01,SINEAD,1,35,1.75,2.8
669,05/22/2018,Women's hair cut,DAV*01,JJ,1,102,5.1,8.16
67,04/03/2018,Blowdry,THOW01,JJ,1,32,1.6,2.56
670,05/22/2018,Women's hair cut,HOLD01,BECKY,1,60,3,4.8
671,05/22/2018,Women's hair cut,SHAI01,SINEAD,1,80,4,6.4
671,05/22/2018,Highlights partial,SHAI01,JOANNE,1,150,7.5,12
671,05/22/2018,Treatments 1,SHAI01,JOANNE,1,20,1,1.6
672,05/22/2018,Men's hair cut,PN01,KELLY,1,35,1.75,2.8
673,05/22/2018,Women's hair cut,RIVA01,BECKY,1,60,3,4.8
674,05/22/2018,Men's hair cut,BORJ01,JJ,1,40,2,3.2
675,05/22/2018,Blowdry,KUKH01,BECKY,1,40,2,3.2
675,05/22/2018,Highlights partial,KUKH01,JOANNE,1,150,7.5,12
677,05/22/2018,Blowdry,WOOJ01,SINEAD,1,50,2.5,4
677,05/22/2018,Color touch up,WOOJ01,JOANNE,1,70,3.5,5.6
678,05/23/2018,Women's hair cut,SAVC01,JJ,1,82,4.1,6.56
679,05/23/2018,Women's hair cut,KOSA01,KELLY,1,45,2.25,3.6
68,04/03/2018,Blow dry bundle 5+1,SKUD01,BECKY,1,230,11.5,18.4
680,05/23/2018,Women's hair cut,GRIA01,SINEAD,1,90,4.5,7.2
681,05/23/2018,Blowdry,PER*01,KELLY,1,55,2.75,4.4
684,05/23/2018,Men's hair cut,SLUS01,JJ,1,60,3,4.8
686,05/23/2018,Women's hair cut,RICP01,SINEAD,1,90,4.5,7.2
687,05/23/2018,Women's hair cut,DOLD01,JJ,1,102,5.1,8.16
688,05/23/2018,Men's hair cut,SINS02,KELLY,1,30,1.5,2.4
689,05/23/2018,Blowdry,COLG01,SINEAD,1,50,2.5,4
69,04/03/2018,Women's hair cut,LINJ01,JJ,1,82,4.1,6.56
69,04/03/2018,PO hydrate sh  250ml,LINJ01,JJ,1,32.44,1.622,2.5952
690,05/23/2018,Women's hair cut,COXH01,KELLY,1,55,2.75,4.4
690,05/23/2018,KM Doo over 250ml,COXH01,KELLY,1,31.05,1.5525,2.484
690,05/23/2018,PO color fanatic 200ml,COXH01,KELLY,1,27.45,1.3725,2.196
691,05/23/2018,Partial highlights and color,.L01,JOANNE,1,170,8.5,13.6
691,05/23/2018,Women's hair cut,.L01,JJ,1,92,4.6,7.36
692,05/23/2018,Blowdry,NELT01,SINEAD,1,50,2.5,4
692,05/23/2018,Consultation,NELT01,HOUSE,1,-50,-2.5,-4
693,05/23/2018,Women's hair cut,DRAA01,KELLY,1,55,2.75,4.4
694,05/23/2018,Blowdry,BERH01,JJ,1,52,2.6,4.16
695,05/23/2018,Women's hair cut,CLEE01,SINEAD,1,70,3.5,5.6
695,05/23/2018,PO CV instant levitation mist,CLEE01,SINEAD,1,35.4,1.77,2.832
696,05/23/2018,Men's hair cut,PARJ01,KELLY,1,35,1.75,2.8
697,05/23/2018,Men's hair cut,HENB01,JJ,1,60,3,4.8
698,05/23/2018,Shu Sheer lacquer 226g,WALK_IN,JOANNE,1,42,2.1,3.36
701,05/23/2018,Men's hair cut,POTR01,JJ,1,60,3,4.8
702,05/23/2018,Men's hair cut,POOD01,SINEAD,1,55,2.75,4.4
703,05/23/2018,Women's hair cut,VELA01,JJ,1,82,4.1,6.56
704,05/23/2018,Women's hair cut,SHEK01,SINEAD,1,70,3.5,5.6
705,05/23/2018,Women's hair cut,WALS01,SINEAD,1,70,3.5,5.6
706,05/24/2018,Women's hair cut,HENA01,BECKY,1,70,3.5,5.6
706,05/24/2018,Smart Bond,HENA01,JOANNE,1,20,1,1.6
706,05/24/2018,Accent lights and color,HENA01,JOANNE,1,130,6.5,10.4
707,05/24/2018,Women's hair cut,HOAB01,SINEAD,1,70,3.5,5.6
708,05/24/2018,Women's hair cut,MAPJ01,JJ,1,82,4.1,6.56
709,05/24/2018,Blowdry,POLB01,BECKY,1,30,1.5,2.4
710,05/24/2018,Women's hair cut,MOLA01,JJ,1,102,5.1,8.16
710,05/24/2018,Shu Muroto volume sh300,MOLA01,JJ,1,41.4,2.07,3.312
711,05/24/2018,Color touch up,MOIB01,JOANNE,1,70,3.5,5.6
711,05/24/2018,Women's hair cut,MOIB01,SINEAD,1,90,4.5,7.2
711,05/24/2018,PO Hydrate superfood masque150,MOIB01,SINEAD,1,36.3,1.815,2.904
712,05/24/2018,Men's hair cut,MCCB01,BECKY,1,50,2.5,4
713,05/24/2018,Women's hair cut,HIMB01,JJ,1,82,4.1,6.56
714,05/24/2018,Color touch up,HOLL01,JOANNE,1,70,3.5,5.6
714,05/24/2018,Women's hair cut,HOLL01,SINEAD,1,90,4.5,7.2
715,05/24/2018,Women's hair cut,THOJ01,SINEAD,1,70,3.5,5.6
716,05/24/2018,Color full color,BENC01,JOANNE,1,65,3.25,5.2
719,05/24/2018,Women's hair cut,RUTA01,JJ,1,102,5.1,8.16
719,05/24/2018,Accent lights and color,RUTA01,JOANNE,1,140,7,11.2
72,04/03/2018,Men's hair cut,YATT01,BECKY,1,30,1.5,2.4
721,05/24/2018,Men's hair cut,MAKM01,SINEAD,1,55,2.75,4.4
722,05/24/2018,Blowdry,AVPR01,BECKY,1,30,1.5,2.4
725,05/24/2018,Highlights partial,JOHJ01,JOANNE,1,160,8,12.8
726,05/25/2018,Blowdry,HUDM01,JJ,1,52,2.6,4.16
728,05/25/2018,Blowdry,SIRM01,BECKY,1,50,2.5,4
728,05/25/2018,miscellaneous,SIRM01,BECKY,1,-50,-2.5,-4
729,05/25/2018,Women's hair cut,KINN01,JJ,1,102,5.1,8.16
730,05/25/2018,Men's hair cut,KLEA01,BECKY,1,50,2.5,4
731,05/25/2018,Color touch up,CARK01,KELLY,1,40,2,3.2
731,05/25/2018,Blowdry,CARK01,KELLY,1,35,1.75,2.8
732,05/25/2018,Women's hair cut,IADA01,KELLY,1,55,2.75,4.4
733,05/25/2018,Women's hair cut,DORR01,JJ,1,82,4.1,6.56
734,05/25/2018,Women's hair cut,WYRC01,JJ,1,102,5.1,8.16
735,05/25/2018,Women's hair cut,MER*01,KELLY,1,55,2.75,4.4
736,05/25/2018,Women's hair cut,KASJ01,BECKY,1,60,3,4.8
737,05/25/2018,Women's hair cut,LYOH01,BECKY,1,60,3,4.8
738,05/25/2018,Men's hair cut,GUBD01,JJ,1,60,3,4.8
739,05/25/2018,Women's hair cut,HIGA01,KELLY,1,55,2.75,4.4
74,04/03/2018,Women's hair cut,BREH01,JJ,1,82,4.1,6.56
740,05/25/2018,Men's hair cut,APTM01,JJ,1,30,1.5,2.4
740,05/25/2018,Shu cleansing oil con 250m,APTM01,JJ,1,44.8,2.24,3.584
740,05/25/2018,Shu cleansing oil sh400ml,APTM01,JJ,1,44.8,2.24,3.584
741,05/25/2018,Color mini touch up,PENM01,JOANNE,1,50,2.5,4
741,05/25/2018,Blowdry,PENM01,BECKY,1,50,2.5,4
741,05/25/2018,miscellaneous,PENM01,HOUSE,1,-50,-2.5,-4
742,05/25/2018,Men's hair cut,WEIS01,JJ,1,40,2,3.2
743,05/25/2018,Consultation,INFB01,KELLY,1,0,0,0
744,05/25/2018,Women's hair cut,COWS01,BECKY,1,60,3,4.8
745,05/26/2018,Blowdry,RODP01,SINEAD,1,50,2.5,4
745,05/26/2018,PO strength cure sh 250ml,RODP01,SINEAD,1,30.73,1.5365,2.4584
746,05/26/2018,Blowdry,HILJ01,SINEAD,1,50,2.5,4
746,05/26/2018,miscellaneous,HILJ01,HOUSE,1,-50,-2.5,-4
747,05/26/2018,Blowdry,NELT01,SINEAD,1,50,2.5,4
747,05/26/2018,miscellaneous,NELT01,HOUSE,1,-50,-2.5,-4
748,05/26/2018,Blowdry,BROS01,BECKY,1,50,2.5,4
748,05/26/2018,miscellaneous,BROS01,HOUSE,1,-50,-2.5,-4
749,05/26/2018,Men's hair cut,BERI01,JJ,1,60,3,4.8
