Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
749,05/26/2018,Shu cleansing oil sh400ml,BERI01,JJ,1,50.4,2.52,4.032
75,04/03/2018,Shu color lustre sh 300ml,WALK_IN,JJ,1,43.7,2.185,3.496
75,04/03/2018,Shu color lustre con 250ml,WALK_IN,JJ,1,53.2,2.66,4.256
750,05/26/2018,Color touch up,FIGM01,KELLY,1,45,2.25,3.6
751,05/26/2018,Color mini touch up,COLG01,JOANNE,1,50,2.5,4
751,05/26/2018,Blowdry,COLG01,BECKY,1,50,2.5,4
752,05/26/2018,Men's hair cut,RADP01,KELLY,1,35,1.75,2.8
753,05/26/2018,Color full color,FLAS01,JOANNE,1,75,3.75,6
753,05/26/2018,Women's hair cut,FLAS01,SINEAD,1,80,4,6.4
753,05/26/2018,PO hydrate sheer con 250ml,FLAS01,SINEAD,1,33.52,1.676,2.6816
753,05/26/2018,PO Hydrate sheer sh 250ml,FLAS01,SINEAD,1,30.73,1.5365,2.4584
753,05/26/2018,PO clean volume mousse 238g,FLAS01,SINEAD,1,36.3,1.815,2.904
754,05/26/2018,Highlights full,FLAC01,JOANNE,1,170,8.5,13.6
754,05/26/2018,Women's hair cut,FLAC01,SINEAD,1,80,4,6.4
754,05/26/2018,PO strength cure con 250ml,FLAC01,SINEAD,1,33.52,1.676,2.6816
754,05/26/2018,PO strength cure sh 250ml,FLAC01,SINEAD,1,30.73,1.5365,2.4584
755,05/26/2018,Women's hair cut,WILT01,JJ,1,82,4.1,6.56
755,05/26/2018,Shu essence absolue oil 150m,WILT01,JJ,1,62.1,3.105,4.968
756,05/26/2018,Women's hair cut,LANI01,JJ,1,82,4.1,6.56
757,05/26/2018,Men's hair cut,BRAN01,SINEAD,1,35,1.75,2.8
758,05/26/2018,double process blonde,KRAV01,KELLY,1,80,4,6.4
758,05/26/2018,Women's hair cut,KRAV01,KELLY,1,75,3.75,6
758,05/26/2018,Smart Bond,KRAV01,KELLY,1,25,1.25,2
76,04/03/2018,Men's hair cut,NICP01,BECKY,1,30,1.5,2.4
761,05/26/2018,Balayage,HENI01,JOANNE,1,180,9,14.4
761,05/26/2018,Women's hair cut,HENI01,JJ,1,102,5.1,8.16
761,05/26/2018,Shu cleansing oil con 250m,HENI01,JJ,1,50.4,2.52,4.032
761,05/26/2018,Shu cleansing oil sh400ml,HENI01,JJ,1,50.4,2.52,4.032
762,05/26/2018,Women's hair cut,PATB01,BECKY,1,60,3,4.8
763,05/26/2018,Women's hair cut,RETM01,SINEAD,1,70,3.5,5.6
764,05/26/2018,Women's hair cut,SASM01,KELLY,1,55,2.75,4.4
764,05/26/2018,Color toner,SASM01,KELLY,1,45,2.25,3.6
764,05/26/2018,PO color fanatic 200ml,SASM01,KELLY,1,27.45,1.3725,2.196
765,05/26/2018,Color touch up,SPEK01,JOANNE,1,50,2.5,4
767,05/26/2018,Women's hair cut,MAUA01,JJ,1,82,4.1,6.56
767,05/26/2018,Blowdry,WOOJ01,JJ,1,52,2.6,4.16
767,05/26/2018,miscellaneous,WOOJ01,HOUSE,1,-52,-2.6,-4.16
768,05/26/2018,Blowdry,ARRM01,KELLY,1,55,2.75,4.4
77,04/03/2018,Women's hair cut,BOSJ01,SINEAD,1,70,3.5,5.6
770,05/26/2018,Blowdry,WONM02,JJ,1,52,2.6,4.16
771,05/29/2018,Women's hair cut,DHAL01,JJ,1,82,4.1,6.56
773,05/29/2018,Men's hair cut,STEL02,BECKY,1,30,1.5,2.4
774,05/29/2018,Color full color,WALC01,JOANNE,1,65,3.25,5.2
775,05/29/2018,Women's hair cut,DAWP01,SINEAD,1,70,3.5,5.6
776,05/29/2018,Women's hair cut,KEN*01,SINEAD,1,90,4.5,7.2
777,05/29/2018,Men's camo color,SCHJ01,JJ,1,45,2.25,3.6
779,05/29/2018,Smart Bond,LEB01,KELLY,1,25,1.25,2
779,05/29/2018,Women's hair cut,LEB01,KELLY,1,45,2.25,3.6
780,05/29/2018,Men's hair cut,OWED01,SINEAD,1,55,2.75,4.4
781,05/29/2018,Women's hair cut,KEIS01,BECKY,1,80,4,6.4
782,05/29/2018,Blowdry,MULN01,JJ,1,32,1.6,2.56
782,05/29/2018,Shu cleansing oil con 250m,MULN01,JJ,1,50.4,2.52,4.032
782,05/29/2018,Shu ample angora150m,MULN01,JJ,1,37.8,1.89,3.024
782,05/29/2018,Shu cleansing oil sh400ml,MULN01,JJ,1,50.4,2.52,4.032
783,05/29/2018,Color full color,STEJ01,KELLY,1,65,3.25,5.2
783,05/29/2018,Women's hair cut,STEJ01,KELLY,1,55,2.75,4.4
783,05/29/2018,Color toner,STEJ01,KELLY,1,45,2.25,3.6
784,05/29/2018,Women's hair cut,AYKS01,KELLY,1,65,3.25,5.2
784,05/29/2018,Highlights partial,AYKS01,JOANNE,1,135,6.75,10.8
785,05/29/2018,Men's hair cut,ZUKS01,BECKY,1,50,2.5,4
786,05/29/2018,Children (under 12),VANJ01,BECKY,1,30,1.5,2.4
787,05/29/2018,Women's hair cut,WEIA01,JJ,1,102,5.1,8.16
788,05/29/2018,Men's hair cut,JOHD01,SINEAD,1,55,2.75,4.4
789,05/29/2018,Men's hair cut,BUFJ01,BECKY,1,30,1.5,2.4
789,05/29/2018,Men's hair cut,BUFW01,SINEAD,1,35,1.75,2.8
789,05/29/2018,Women's hair cut,PUGS01,JJ,1,92,4.6,7.36
789,05/29/2018,Accent lights and color,PUGS01,JOANNE,1,130,6.5,10.4
79,04/03/2018,Blowdry,DANJ01,SINEAD,1,30,1.5,2.4
790,05/29/2018,Men's hair cut,LAWJ01,SINEAD,1,35,1.75,2.8
792,05/29/2018,Women's hair cut,ROWD01,BECKY,1,80,4,6.4
794,05/29/2018,Smart Bond,HILD01,JOANNE,1,5,0.25,0.4
794,05/29/2018,Partial highlights and color,HILD01,JOANNE,1,180,9,14.4
795,05/29/2018,Women's hair cut,THOA01,KELLY,1,55,2.75,4.4
796,05/29/2018,Women's hair cut,DODK01,SINEAD,1,70,3.5,5.6
797,05/29/2018,Men's hair cut,STEM02,JJ,1,40,2,3.2
799,05/29/2018,Men's hair cut,ANDM01,BECKY,1,30,1.5,2.4
8,03/15/2018,Women's hair cut,CORS01,JJ,1,82,4.1,6.56
80,04/03/2018,Women's hair cut,DOWR01,BECKY,1,60,3,4.8
800,05/30/2018,Men's hair cut,MORD01,KELLY,1,35,1.75,2.8
801,05/30/2018,Men's hair cut,GALB01,JJ,1,60,3,4.8
802,05/30/2018,Women's hair cut,BALJ01,SINEAD,1,90,4.5,7.2
803,05/30/2018,Women's hair cut,HOUC01,KELLY,1,45,2.25,3.6
804,05/30/2018,Blowdry,KUKK01,SINEAD,1,50,2.5,4
804,05/30/2018,Consultation,KUKK01,HOUSE,1,-50,-2.5,-4
805,05/30/2018,Men's hair cut,SLEA01,JJ,1,60,3,4.8
806,05/30/2018,Partial highlights and color,SPRK01,JOANNE,1,180,9,14.4
806,05/30/2018,Blowdry,SPRK01,BECKY,1,50,2.5,4
807,05/30/2018,Women's hair cut,MAEJ01,JJ,1,92,4.6,7.36
807,05/30/2018,Color touch up,MAEJ01,JOANNE,1,60,3,4.8
807,05/30/2018,PO Hydrate sheer sh 250ml,MAEJ01,JJ,1,30.73,1.5365,2.4584
808,05/30/2018,Blow dry bundle 5+1,BROS01,HOUSE,1,250,12.5,20
809,05/30/2018,Women's hair cut,BOSJ01,SINEAD,1,90,4.5,7.2
81,04/04/2018,Men's hair cut,COLJ01,JJ,1,40,2,3.2
810,05/30/2018,Women's hair cut,ESKR01,JJ,1,102,5.1,8.16
811,05/30/2018,Shu urban moisture sh 300,WALK_IN,JJ,1,50.4,2.52,4.032
811,05/30/2018,Shu urban moisture con250,WALK_IN,JJ,1,50.4,2.52,4.032
812,05/30/2018,Blowdry,DACJ01,SINEAD,1,50,2.5,4
813,05/30/2018,Women's hair cut,DEK01,JJ,1,82,4.1,6.56
814,05/30/2018,Women's hair cut,MOHR01,KELLY,1,75,3.75,6
816,05/30/2018,Men's hair cut,BREM01,SINEAD,1,55,2.75,4.4
817,05/30/2018,Men's hair cut,FREJ01,BECKY,1,30,1.5,2.4
818,05/30/2018,Women's hair cut,JOHJ01,SINEAD,1,90,4.5,7.2
819,05/30/2018,Women's hair cut,CHUH01,SINEAD,1,70,3.5,5.6
82,04/04/2018,Women's hair cut,BALJ01,SINEAD,1,70,3.5,5.6
820,05/30/2018,Blowdry,NELT01,SINEAD,1,50,2.5,4
820,05/30/2018,miscellaneous,NELT01,HOUSE,1,-50,-2.5,-4
823,05/31/2018,Women's hair cut,WILS01,JJ,1,102,5.1,8.16
823,05/31/2018,Women's hair cut,PER*01,JJ,1,82,4.1,6.56
823,05/31/2018,PO p4p shampoo 250ml,PER*01,JJ,1,30.73,1.5365,2.4584
823,05/31/2018,PO perfect 4 platinum con 250m,PER*01,JJ,1,33.52,1.676,2.6816
824,05/31/2018,Women's hair cut,WAIS01,SINEAD,1,70,3.5,5.6
825,05/31/2018,Women's hair cut,CORS02,BECKY,1,80,4,6.4
826,05/31/2018,KM Body builder 350m,WALK_IN,JJ,1,31.05,1.5525,2.484
828,05/31/2018,Color full color,HAMN01,JOANNE,1,75,3.75,6
828,05/31/2018,Blowdry,HAMN01,BECKY,1,40,2,3.2
829,05/31/2018,Women's hair cut,LEVL01,JJ,1,102,5.1,8.16
830,05/31/2018,Women's hair cut,SMIC01,SINEAD,1,90,4.5,7.2
831,05/31/2018,Men's hair cut,REIM01,BECKY,1,50,2.5,4
832,05/31/2018,Blowdry,HOLL01,SINEAD,1,50,2.5,4
833,05/31/2018,Shu color lustre sh 300ml,WALK_IN,KELLY,1,46,2.3,3.68
833,05/31/2018,Shu color lustre con 250ml,WALK_IN,KELLY,1,56,2.8,4.48
834,05/31/2018,Women's hair cut,GELK01,JJ,1,102,5.1,8.16
835,05/31/2018,Women's hair cut,LEEJ01,KELLY,1,55,2.75,4.4
836,05/31/2018,Women's hair cut,MCGA01,JJ,1,102,5.1,8.16
837,05/31/2018,Women's hair cut,YOUS01,SINEAD,1,90,4.5,7.2
837,05/31/2018,Accent lights and color,YOUS01,JOANNE,1,140,7,11.2
838,05/31/2018,Blowdry,CHUJ01,SINEAD,1,50,2.5,4
838,05/31/2018,KM Body builder 350m,CHUJ01,SINEAD,1,31.05,1.5525,2.484
839,05/31/2018,Blowdry,STEK01,BECKY,1,30,1.5,2.4
839,05/31/2018,Blowdry,STED01,KELLY,1,35,1.75,2.8
84,04/04/2018,Women's hair cut,WOOD01,JJ,1,92,4.6,7.36
84,04/04/2018,Color touch up,WOOD01,KELLY,1,55,2.75,4.4
840,05/31/2018,Men's hair cut,MACK01,SINEAD,1,35,1.75,2.8
841,05/31/2018,Blowdry,ELSM01,BECKY,1,50,2.5,4
841,05/31/2018,LP hair touch up light brown 5,ELSM01,BECKY,1,18.45,0.9225,1.476
842,05/31/2018,Women's hair cut,HOLG01,KELLY,1,75,3.75,6
843,05/31/2018,Men's hair cut,LYNG01,JJ,1,60,3,4.8
845,05/31/2018,Treatments 1,COWS01,JOANNE,1,5,0.25,0.4
845,05/31/2018,Balayage,COWS01,JOANNE,1,200,10,16
847,05/31/2018,Women's hair cut,OGRS01,JJ,1,0,0,0
847,05/31/2018,Smart Bond,OGRS01,JOANNE,1,25,1.25,2
847,05/31/2018,double process blonde,OGRS01,JOANNE,1,150,7.5,12
849,05/31/2018,Color touch up,IRWE01,JOANNE,1,70,3.5,5.6
849,05/31/2018,Men's hair cut,IRWE01,SINEAD,1,55,2.75,4.4
851,05/31/2018,Blowdry,DOWR01,JJ,1,52,2.6,4.16
852,05/31/2018,Balayage,PAUB01,KELLY,1,150,7.5,12
852,05/31/2018,Smart Bond,PAUB01,KELLY,1,30,1.5,2.4
852,05/31/2018,Color toner,PAUB01,KELLY,1,45,2.25,3.6
853,06/01/2018,Blowdry,SIRM01,BECKY,1,50,2.5,4
853,06/01/2018,miscellaneous,SIRM01,HOUSE,1,-50,-2.5,-4
854,06/01/2018,Women's hair cut,GOUE01,BECKY,1,80,4,6.4
855,06/01/2018,Men's hair cut,STEB01,BECKY,1,50,2.5,4
857,06/01/2018,Women's hair cut,GOSD01,JJ,1,82,4.1,6.56
858,06/01/2018,Dry updo,PUGS01,JJ,1,102,5.1,8.16
859,06/01/2018,Accent lights and color,SCHP01,JOANNE,1,110,5.5,8.8
859,06/01/2018,Women's hair cut,SCHP01,BECKY,1,70,3.5,5.6
860,06/01/2018,Women's hair cut,FZUA01,BECKY,1,60,3,4.8
864,06/01/2018,Color touch up,MUMK01,JOANNE,1,70,3.5,5.6
864,06/01/2018,Women's hair cut,MUMK01,JJ,1,75,3.75,6
866,06/01/2018,Men's hair cut,NICP01,BECKY,1,50,2.5,4
867,06/01/2018,Women's hair cut,NADS01,JJ,1,42,2.1,3.36
867,06/01/2018,Color full color,NADS01,JOANNE,1,75,3.75,6
867,06/01/2018,Blowdry,NADS01,KELLY,1,50,2.5,4
868,06/01/2018,Men's hair cut,MCLI01,JJ,1,60,3,4.8
869,06/01/2018,Women's hair cut,PAIK01,BECKY,1,60,3,4.8
870,06/01/2018,Women's hair cut,JARM01,JJ,1,102,5.1,8.16
871,06/02/2018,Blowdry,SKUD01,BECKY,1,50,2.5,4
871,06/02/2018,miscellaneous,SKUD01,HOUSE,1,-50,-2.5,-4
872,06/02/2018,Men's camo color,HOFA01,JJ,1,0,0,0
872,06/02/2018,Men's hair cut,HOFA01,JJ,1,60,3,4.8
873,06/02/2018,Women's hair cut,RUMJ02,JJ,1,92,4.6,7.36
873,06/02/2018,Color touch up,RUMJ02,JOANNE,1,60,3,4.8
874,06/02/2018,Men's hair cut,PURD01,JJ,1,40,2,3.2
875,06/02/2018,Women's hair cut,METJ01,BECKY,1,60,3,4.8
875,06/02/2018,Treatments 1,METJ01,BECKY,1,20,1,1.6
876,06/02/2018,Men's hair cut,PEDM02,BECKY,1,30,1.5,2.4
877,06/02/2018,Women's hair cut,PEDM01,BECKY,1,60,3,4.8
878,06/02/2018,Women's hair cut,PHIC01,SINEAD,1,70,3.5,5.6
881,06/02/2018,Men's hair cut,ABLD01,BECKY,1,30,1.5,2.4
882,06/02/2018,Treatments 1,RODP01,SINEAD,1,20,1,1.6
882,06/02/2018,Blowdry,RODP01,SINEAD,1,50,2.5,4
883,06/02/2018,Color toner,BENL01,JOANNE,1,0,0,0
884,06/02/2018,Blowdry,BURK01,KELLY,1,35,1.75,2.8
886,06/02/2018,Women's hair cut,MILE01,SINEAD,1,90,4.5,7.2
887,06/02/2018,Blowdry,BANR01,BECKY,1,50,2.5,4
887,06/02/2018,Color touch up,BANR01,JOANNE,1,70,3.5,5.6
888,06/02/2018,Color touch up,VARL01,KELLY,1,45,2.25,3.6
888,06/02/2018,Women's hair cut,VARL01,KELLY,1,75,3.75,6
889,06/02/2018,Men's hair cut,BUDG02,SINEAD,1,55,2.75,4.4
89,04/04/2018,Women's hair cut,KEN*01,SINEAD,1,70,3.5,5.6
89,04/04/2018,PO SC superfood masque 150ml,KEN*01,SINEAD,1,38.31,1.9155,3.0648
890,06/02/2018,Blowdry,FERK01,JJ,1,32,1.6,2.56
891,06/02/2018,Blowdry,HUDM01,KELLY,1,55,2.75,4.4
891,06/02/2018,Highlights partial,HUDM01,JOANNE,1,160,8,12.8
892,06/02/2018,Women's hair cut,CULT01,SINEAD,1,70,3.5,5.6
894,06/02/2018,KM Night Rider 100g,WALK_IN,HOUSE,1,16,0.8,1.28
895,06/02/2018,Blowdry,WOOJ01,SINEAD,1,50,2.5,4
896,06/02/2018,Partial highlights and color,STUM01,JOANNE,1,160,8,12.8
896,06/02/2018,Shu BB serum fine 150m,STUM01,JOANNE,1,37.8,1.89,3.024
897,06/02/2018,KM Anti gravity lotion 150ml,WALK_IN,BECKY,1,16,0.8,1.28
897,06/02/2018,KM Rough Rider 100g,WALK_IN,BECKY,1,16,0.8,1.28
897,06/02/2018,KM Night Rider 100g,WALK_IN,BECKY,1,16,0.8,1.28
898,06/02/2018,Women's hair cut,MAF*01,JJ,1,82,4.1,6.56
898,06/02/2018,Shu texture wave 193g,MAF*01,JJ,1,37.8,1.89,3.024
899,06/02/2018,Women's hair cut,DHAS01,KELLY,1,55,2.75,4.4
9,03/15/2018,Men's hair cut,THOD01,JJ,1,40,2,3.2
90,04/04/2018,Men's hair cut,SLUS01,JJ,1,40,2,3.2
900,06/03/2018,Blowdry,NELT01,BECKY,1,50,2.5,4
902,06/03/2018,Smoothing treatment,CZES01,BECKY,1,240,12,19.2
903,06/03/2018,KM Smooth Again 200ml,WALK_IN,BECKY,1,40,2,3.2
904,06/03/2018,Women's hair cut,MICM01,BECKY,1,60,3,4.8
905,06/03/2018,Women's hair cut,INGS01,BECKY,1,60,3,4.8
906,06/03/2018,Women's hair cut,COMJ01,BECKY,1,60,3,4.8
906,06/03/2018,KM Doo over 250ml,COMJ01,BECKY,1,34.5,1.725,2.76
907,06/03/2018,Women's hair cut,WONM02,JJ,1,102,5.1,8.16
908,06/03/2018,Women's hair cut,SENM01,BECKY,1,80,4,6.4
909,06/05/2018,Men's hair cut,GRIP01,BECKY,1,50,2.5,4
91,04/04/2018,Men's hair cut,SARA01,JJ,1,40,2,3.2
910,06/05/2018,Men's hair cut,AITS01,JJ,1,40,2,3.2
911,06/05/2018,Women's hair cut,SIDA01,BECKY,1,60,3,4.8
912,06/05/2018,Men's hair cut,THOW02,JJ,1,60,3,4.8
913,06/05/2018,Shu essence absolue oil 150m,WALK_IN,HOUSE,1,41.4,2.07,3.312
914,06/05/2018,Women's hair cut,BROA01,BECKY,1,80,4,6.4
915,06/05/2018,Partial highlights and color,TRAS01,JOANNE,1,130,6.5,10.4
916,06/05/2018,Women's hair cut,BOWV01,JJ,1,102,5.1,8.16
918,06/05/2018,Women's hair cut,REDM01,JJ,1,102,5.1,8.16
919,06/05/2018,Men's hair cut,YATT01,BECKY,1,50,2.5,4
92,04/04/2018,Highlights full,SCHH01,KELLY,1,120,6,9.6
92,04/04/2018,Blowdry,SCHH01,SINEAD,1,40,2,3.2
920,06/05/2018,Women's hair cut,GORM01,KELLY,1,65,3.25,5.2
920,06/05/2018,Color touch up,GORM01,JOANNE,1,60,3,4.8
921,06/05/2018,Men's hair cut,WRI*01,BECKY,1,50,2.5,4
922,06/05/2018,Women's hair cut,HEIM01,BECKY,1,80,4,6.4
923,06/05/2018,Women's hair cut,CASH01,JJ,1,102,5.1,8.16
924,06/05/2018,Women's hair cut,MARK01,BECKY,1,80,4,6.4
925,06/05/2018,Men's hair cut,LEHJ01,JJ,1,50,2.5,4
926,06/05/2018,Men's hair cut,FINW01,BECKY,1,50,2.5,4
927,06/05/2018,Women's hair cut,MARR01,JJ,1,82,4.1,6.56
930,06/06/2018,Men's hair cut,COLE01,JJ,1,60,3,4.8
930,06/06/2018,Men's hair cut,COLB01,JJ,1,60,3,4.8
933,06/06/2018,Men's hair cut,GRET01,JJ,1,60,3,4.8
933,06/06/2018,Shu silk bloom sh300ml,GRET01,JJ,1,41.4,2.07,3.312
937,06/06/2018,Women's hair cut,SCOL01,JJ,1,90,4.5,7.2
939,06/06/2018,Blowdry,HOLL01,JJ,1,52,2.6,4.16
94,04/04/2018,Men's hair cut,MARG01,JJ,1,40,2,3.2
940,06/06/2018,Women's hair cut,FEDS01,JJ,1,82,4.1,6.56
941,06/06/2018,Women's hair cut,ANDE01,KELLY,1,55,2.75,4.4
942,06/06/2018,Women's hair cut,CHRJ01,JJ,1,82,4.1,6.56
943,06/06/2018,Men's hair cut,WEES01,JJ,1,40,2,3.2
944,06/06/2018,Color additional service,MCGA01,JOANNE,1,50,2.5,4
945,06/06/2018,Women's hair cut,NGUJ01,KELLY,1,45,2.25,3.6
945,06/06/2018,double process blonde,NGUJ01,KELLY,1,180,9,14.4
945,06/06/2018,Smart Bond,NGUJ01,KELLY,1,75,3.75,6
947,06/06/2018,Blowdry,AMAK01,KELLY,1,35,1.75,2.8
948,06/06/2018,Women's hair cut,DANJ03,JJ,1,82,4.1,6.56
949,06/06/2018,Women's hair cut,LEEK01,KELLY,1,55,2.75,4.4
950,06/06/2018,Blowdry,CLAJ01,JJ,1,32,1.6,2.56
951,06/06/2018,Men's hair cut,VERD01,KELLY,1,35,1.75,2.8
952,06/06/2018,Men's hair cut,TRUA01,JJ,1,40,2,3.2
953,06/07/2018,Blowdry,NELT01,JJ,1,52,2.6,4.16
954,06/07/2018,Women's hair cut,KOOM01,JJ,1,102,5.1,8.16
955,06/07/2018,Blowdry,BIZK01,JJ,1,32,1.6,2.56
957,06/07/2018,Accent lights and color,BROF01,JOANNE,1,140,7,11.2
957,06/07/2018,Blowdry,BROF01,KELLY,1,55,2.75,4.4
958,06/07/2018,Blowdry,POLB01,KELLY,1,55,2.75,4.4
959,06/07/2018,Women's hair cut,PENM01,JJ,1,102,5.1,8.16
959,06/07/2018,Color touch up,PENM01,JOANNE,1,70,3.5,5.6
96,04/05/2018,Women's hair cut,JASA01,JJ,1,82,4.1,6.56
961,06/07/2018,Women's hair cut,WINJ01,JJ,1,82,4.1,6.56
963,06/07/2018,Women's hair cut,ALCV01,KELLY,1,55,2.75,4.4
964,06/07/2018,Color touch up,BROA01,JOANNE,1,70,3.5,5.6
965,06/07/2018,Blowdry,WOOD02,JJ,1,52,2.6,4.16
967,06/07/2018,Women's hair cut,CLUS01,KELLY,1,55,2.75,4.4
968,06/07/2018,Women's hair cut,SWAM01,KELLY,1,55,2.75,4.4
969,06/07/2018,Accent lights and color,WOOJ01,JOANNE,1,140,7,11.2
969,06/07/2018,Blowdry,WOOJ01,JJ,1,52,2.6,4.16
97,04/05/2018,Women's hair cut,VERM01,JJ,1,82,4.1,6.56
971,06/07/2018,Women's hair cut,HERD01,KELLY,1,45,2.25,3.6
971,06/07/2018,LP hair touch up brown 59ml,HERD01,KELLY,1,18.45,0.9225,1.476
973,06/07/2018,Blowdry,KUKK01,JJ,1,42,2.1,3.36
973,06/07/2018,Highlights partial,KUKK01,JOANNE,1,150,7.5,12
974,06/08/2018,Women's hair cut,NICM01,JJ,1,102,5.1,8.16
975,06/08/2018,Women's hair cut,SARK01,JJ,1,102,5.1,8.16
976,06/08/2018,Women's hair cut,CLAM01,JJ,1,82,4.1,6.56
977,06/08/2018,Women's hair cut,MALJ01,JJ,1,82,4.1,6.56
978,06/08/2018,Men's hair cut,ZIMJ01,JJ,1,60,3,4.8
979,06/08/2018,Dry updo,MARO01,KELLY,1,60,3,4.8
98,04/05/2018,Women's hair cut,DANJ02,BECKY,1,60,3,4.8
980,06/08/2018,Women's hair cut,LUL01,KELLY,1,75,3.75,6
981,06/08/2018,Highlights partial,BOES01,JOANNE,1,120,6,9.6
982,06/08/2018,Women's hair cut,STOK02,JJ,1,82,4.1,6.56
982,06/08/2018,Blowdry,ARRM01,KELLY,1,45,2.25,3.6
982,06/08/2018,Color full color,ARRM01,JOANNE,1,75,3.75,6
983,06/08/2018,Blowdry,COLG01,JJ,1,52,2.6,4.16
984,06/08/2018,Women's hair cut,NGC01,KELLY,1,55,2.75,4.4
985,06/08/2018,Blowdry,REIL01,JJ,1,52,2.6,4.16
986,06/08/2018,Women's hair cut,MERN01,KELLY,1,55,2.75,4.4
987,06/08/2018,Men's hair cut,SINS01,JJ,1,60,3,4.8
988,06/08/2018,Women's hair cut,CALC01,KELLY,1,55,2.75,4.4
989,06/08/2018,Women's hair cut,BEAA02,JJ,1,82,4.1,6.56
989,06/08/2018,Shu cotton uzu 75m,BEAA02,JJ,1,37.8,1.89,3.024
99,04/05/2018,Women's hair cut,JARS01,JJ,1,82,4.1,6.56
990,06/09/2018,Blowdry,HUDM01,JJ,1,52,2.6,4.16
991,06/09/2018,Women's hair cut,KRIJ01,JJ,1,102,5.1,8.16
993,06/09/2018,Women's hair cut,YANJ01,KELLY,1,45,2.25,3.6
994,06/09/2018,Women's hair cut,GALG01,JJ,1,102,5.1,8.16
995,06/09/2018,Color touch up,LEAS01,JOANNE,1,50,2.5,4
998,06/09/2018,Men's hair cut,CAND01,JJ,1,60,3,4.8
998,06/09/2018,Men's camo color,CAND01,JJ,1,45,2.25,3.6
999,06/09/2018,Color touch up,KOSI01,JOANNE,1,70,3.5,5.6
999,06/09/2018,Women's hair cut,KOSI01,JJ,1,102,5.1,8.16
